,ticker,close,ret3y,sma200_rising,strong,hi252,dd,fresh,r5,spy5,x5,r20,spy20,x20,r60,spy60,x60,r120,spy120,x120,r250,spy250,x250,worst60
2013-01-04,AAPL,18.8214,1.462502616705045,True,True,25.1811,-0.25255846646889935,False,-0.01271425079962174,0.004782400765183992,-0.017496651564805732,-0.16068411489049694,0.02165744346519083,-0.18234155835568777,-0.1802841446438629,0.060531529685044605,-0.2408156743289075,-0.2527867214978695,0.10049873607979776,-0.3532854575776673,0.049581858947793434,0.24970963995354234,-0.2001277810057489,-0.2049316203895566
2014-01-28,AAPL,18.0893,0.48359291062831655,True,True,20.5407,-0.11934354720140983,True,0.004522010249152775,-0.020550622661529072,0.025072632910681847,0.021421503319641877,0.03227788015859723,-0.01085637683895535,0.1209665382297822,0.04891941698777025,0.07204712124201196,0.29828130441752854,0.10202714022449322,0.19625416419303532,0.5630787260977481,0.14731669179650408,0.41576203430124403,-0.025567600736347007
2014-12-16,AAPL,26.6875,0.92188591469167,True,True,29.9375,-0.10855949895615868,True,0.05423887587822018,0.04971956950128842,0.004519306376931764,0.0006557377049178914,0.005608609974230738,-0.004952872269312847,0.17049180327868863,0.05391339497751502,0.11657840830117361,0.2073067915690867,0.06588853519276427,0.14141825637632244,0.05367681498829047,0.02521348087514541,0.028463334113145056,-0.019859484777517644
2015-11-09,AAPL,30.1425,0.5125247132262176,True,True,33.635,-0.10383529061988994,False,-0.05299825827320215,-0.011822376009227309,-0.04117588226397484,-0.019407812888778242,-0.005430603613994722,-0.01397720927478352,-0.2202040308534461,-0.09674163783160339,-0.1234623930218427,-0.2105830637803764,-0.009227220299884764,-0.20135584348049163,-0.09728788255785015,0.0022587466359091923,-0.09954662919375934,-0.23372314837853525
2018-02-02,AAPL,40.125,0.35271807838179514,True,True,45.025,-0.1088284286507496,True,-0.025482866043613717,-0.0506444000726084,0.02516153402899468,0.10168224299065409,-0.01183517879832996,0.11351742178898405,0.05358255451713401,-0.038010528226538276,0.09159308274367228,0.21003115264797523,0.02864403703031404,0.1813871156176612,0.03750778816199385,-0.01956797966963142,0.05707576783162527,-0.0639252336448598
2018-11-02,AAPL,51.87,0.6927470017133066,True,True,58.3675,-0.11132051227138395,True,-0.014507422402159187,0.021589613446614475,-0.03609703584877366,-0.10921534605745131,0.027253668763102867,-0.13646901482055418,-0.19741661846924996,-0.006730663135826931,-0.19068595533342303,-0.03282244071717755,0.0813932104895363,-0.11421565120671384,0.23298631193368036,0.1259700614218986,0.10701625051178176,-0.31559668401773666
2019-02-01,AAPL,41.63,0.7268484911334647,True,True,58.3675,-0.2867606116417526,False,0.023360557290415418,0.0015181811449307414,0.021842376145484677,0.056029305789094375,0.034584907057690684,0.02144439873140369,0.20508047081431635,0.08872102495741685,0.1163594458568995,0.24321402834494354,0.11086425238835806,0.13234977595658548,0.9449315397549842,0.21335999407539075,0.7315715456795935,0.004564016334374088
2019-04-30,AAPL,50.1675,1.0514209773052547,True,True,58.3675,-0.14048914207392815,False,0.010913439976080186,-0.020712876675056058,0.031626316651136244,-0.11606119499676082,-0.05356778450445543,-0.06249341049230539,0.03164399262470741,0.020338752465818732,0.011305240158888674,0.17810335376488773,0.013434460240800083,0.16466889352408765,0.41112273882493655,-0.02370587034895577,0.4348286091738923,-0.1514925001245826
2020-02-25,AAPL,72.02,1.1010867186930198,True,True,81.9625,-0.12130547506481637,True,0.004304359900027865,-0.03969294738525497,0.04399730728528284,-0.14301582893640652,-0.22229329921637608,0.07927747027996956,0.10812968619827834,-0.05027986566448095,0.1584095518627593,0.5954943071369065,0.07737086198624654,0.51812344515066,0.7495140238822551,0.23790180713257647,0.5116122167496786,-0.261975840044432
2020-09-03,AAPL,120.88,1.9473940871685458,True,True,137.98,-0.12393100449340477,True,-0.07346128391793516,-0.032803497495584644,-0.04065778642235052,-0.06502316346790205,-0.03344045861200384,-0.0315827048558982,-0.015138980807412272,0.04826428095775803,-0.0634032617651703,0.0031436135009927924,0.10124786473262115,-0.09810425123162836,0.2616644606221046,0.3080865109007209,-0.046422050278616345,-0.14708802117802777
2020-11-30,AAPL,119.05,1.7514878372912697,True,True,137.98,-0.13719379620234817,False,0.03947921041579172,0.019416671269955277,0.020062539145836444,0.13288534229315419,0.025962547644036826,0.10692279464911736,0.018563628727425563,0.05054410871126325,-0.031980479983837684,0.0676186476270475,0.15773628680329232,-0.09011763917624482,0.3171776564468711,0.2676628183174061,0.049514838129465,-0.005543889122217482
2021-02-26,AAPL,121.26,1.7101748896463094,True,True,145.09,-0.16424288372734164,True,0.0013194788058716878,0.008597118519297453,-0.007277639713425765,-0.0004123371268349718,0.04106635818698079,-0.04147869531381576,0.04816097641431627,0.10203491429172362,-0.05387393787740735,0.20699323767111988,0.15464296981806713,0.052350267853052745,0.3200560778492494,0.1093437795772425,0.21071229827200688,-0.04164604981032505
