,ticker,close,ret3y,sma200_rising,strong,hi252,dd,fresh,r5,spy5,x5,r20,spy20,x20,r60,spy60,x60,r120,spy120,x120,r250,spy250,x250,worst60
2014-01-28,AAPL,18.0893,0.48359291062831655,True,True,20.5407,-0.11934354720140983,True,0.004522010249152775,-0.020550622661529072,0.025072632910681847,0.021421503319641877,0.03227788015859723,-0.01085637683895535,0.1209665382297822,0.04891941698777025,0.07204712124201196,0.29828130441752854,0.10202714022449322,0.19625416419303532,0.5630787260977481,0.14731669179650408,0.41576203430124403,-0.025567600736347007
2014-12-16,AAPL,26.6875,0.92188591469167,True,True,29.9375,-0.10855949895615868,True,0.05423887587822018,0.04971956950128842,0.004519306376931764,0.0006557377049178914,0.005608609974230738,-0.004952872269312847,0.17049180327868863,0.05391339497751502,0.11657840830117361,0.2073067915690867,0.06588853519276427,0.14141825637632244,0.05367681498829047,0.02521348087514541,0.028463334113145056,-0.019859484777517644
2018-02-02,AAPL,40.125,0.35271807838179514,True,True,45.025,-0.1088284286507496,True,-0.025482866043613717,-0.0506444000726084,0.02516153402899468,0.10168224299065409,-0.01183517879832996,0.11351742178898405,0.05358255451713401,-0.038010528226538276,0.09159308274367228,0.21003115264797523,0.02864403703031404,0.1813871156176612,0.03750778816199385,-0.01956797966963142,0.05707576783162527,-0.0639252336448598
2018-11-02,AAPL,51.87,0.6927470017133066,True,True,58.3675,-0.11132051227138395,True,-0.014507422402159187,0.021589613446614475,-0.03609703584877366,-0.10921534605745131,0.027253668763102867,-0.13646901482055418,-0.19741661846924996,-0.006730663135826931,-0.19068595533342303,-0.03282244071717755,0.0813932104895363,-0.11421565120671384,0.23298631193368036,0.1259700614218986,0.10701625051178176,-0.31559668401773666
2020-02-25,AAPL,72.02,1.1010867186930198,True,True,81.9625,-0.12130547506481637,True,0.004304359900027865,-0.03969294738525497,0.04399730728528284,-0.14301582893640652,-0.22229329921637608,0.07927747027996956,0.10812968619827834,-0.05027986566448095,0.1584095518627593,0.5954943071369065,0.07737086198624654,0.51812344515066,0.7495140238822551,0.23790180713257647,0.5116122167496786,-0.261975840044432
2020-09-03,AAPL,120.88,1.9473940871685458,True,True,137.98,-0.12393100449340477,True,-0.07346128391793516,-0.032803497495584644,-0.04065778642235052,-0.06502316346790205,-0.03344045861200384,-0.0315827048558982,-0.015138980807412272,0.04826428095775803,-0.0634032617651703,0.0031436135009927924,0.10124786473262115,-0.09810425123162836,0.2616644606221046,0.3080865109007209,-0.046422050278616345,-0.14708802117802777
2021-02-18,AAPL,129.71,1.9992485114746517,True,True,145.09,-0.1060031704459301,True,-0.06722689075630262,-0.021473177723177805,-0.04575371303312481,-0.07077326343381396,0.0019451269451269404,-0.0727183903789409,-0.017423483154729857,0.06618550368550347,-0.08360898684023332,0.12250404749055566,0.13298525798525795,-0.010481210494702298,0.30198134299591395,0.12361793611793592,0.17836340687797803,-0.10407832857913824
2021-09-30,AAPL,141.5,1.5073092938779125,True,True,157.26,-0.1002162024672516,True,0.012650176678445257,0.02218390268909931,-0.009533726010654053,0.07823321554770324,0.06799645803234378,0.010236757515359463,0.2744169611307421,0.11213123922263124,0.16228572190811086,0.20289752650176673,0.034161345947709476,0.16873618055405726,0.05893992932862191,-0.13657547653446434,0.19551540586308624,-0.022826855123674883
2022-01-20,AAPL,164.51,3.2924983692106977,True,True,182.94,-0.10074341314092061,True,-0.03215609993313473,-0.03471740346950192,0.0025613035363671877,0.026563734727372168,-0.02168998321208726,0.04825371793945943,0.0034040483861164095,-0.019653049804140954,0.023057098190257364,-0.09750167163090384,-0.1540906547285954,0.05658898309769156,-0.17773995501793194,-0.1300727476217124,-0.047667207396219546,-0.0875934593641724
2023-08-09,AAPL,178.19,0.5644081560984175,True,True,198.23,-0.10109468798869992,True,-0.009091419271564094,-0.013707234997195727,0.0046158157256316334,-0.0035355519389415058,-0.002019068984856931,-0.0015164829540845748,-0.0034794320668949386,-0.03362871564778469,0.030149283580889752,0.03485044054099551,0.08329781267526637,-0.04844737213427086,0.177507155283686,0.16356702187324723,0.01394013341043876,-0.07026207980245813
2024-03-04,AAPL,175.1,0.3994565217391304,True,True,199.62,-0.12283338342851424,True,-0.013420902341519048,-0.0019910208861994017,-0.011429881455319646,-0.0357509994288977,0.01276595744680864,-0.04851695687570634,0.08675042832667046,0.026937341401522596,0.05981308692514786,0.2954882924043405,0.09726722623462813,0.19822106616971236,0.34740148486579114,0.12601991020886216,0.22138157465692898,-0.06293546544831519
2024-08-05,AAPL,209.27,0.4380841121495327,True,True,237.23,-0.11786030434599326,True,0.03947054045013609,0.03071243573388993,0.008758104716246162,0.06450996320542846,0.06706869225714174,-0.002558729051713282,0.11659578534907045,0.12445397966678251,-0.007858194317712064,0.1385291728389162,0.16842552862499516,-0.029896355786078965,-0.030343575285516455,0.21375004832038358,-0.24409362360590003,-0.03918382950255661
