,ticker,close,strong,dd,fresh,r5,spy5,x5,r20,spy20,x20,r60,spy60,x60,r120,spy120,x120,r250,spy250,x250,worst60
2013-01-04,AAPL,18.8214,True,-0.25255846646889935,False,-0.01271425079962174,0.004782400765183992,-0.017496651564805732,-0.16068411489049694,0.02165744346519083,-0.18234155835568777,-0.1802841446438629,0.060531529685044605,-0.2408156743289075,-0.2527867214978695,0.10049873607979776,-0.3532854575776673,0.049581858947793434,0.24970963995354234,-0.2001277810057489,-0.2049316203895566
2015-12-11,AAPL,28.295,True,-0.15876319310242293,False,-0.06317370560169644,-0.009213394095502259,-0.05396031150619418,-0.1168050892383814,-0.040717257776897164,-0.07608783146148423,-0.1061141544442481,-0.011591044184664168,-0.09452311025958393,-0.128556282028627,0.046909054884089585,-0.1754653369127166,-0.009365612298992798,0.11526649494749353,-0.12463210724648632,-0.18368969782647115
2018-11-12,AAPL,48.5425,True,-0.16832997815565176,True,-0.04279754853993911,-0.012730674689070631,-0.03006687385086848,-0.1291136632847505,-0.026085042374435985,-0.1030286209103145,-0.1274141216459802,-0.00715412554573136,-0.12025999610024884,0.04496060153473769,0.054884983673918475,-0.009924382139180787,0.35036308389555537,0.13126903180834293,0.21909405208721244,-0.26868208271102634
2019-02-11,AAPL,42.3575,True,-0.27429648348824254,False,0.0088532137165791,0.0267164289409505,-0.017863215224371398,0.06775659564421876,0.032776587096297494,0.03498000854792127,0.19754470872926877,0.06248614293104704,0.13505856579822173,0.2041551083043145,0.08129480452294735,0.12286030378136714,0.8888626571445433,0.22755154829650426,0.661311108848039,-0.0002951071238860292
2020-02-27,AAPL,68.38,True,-0.1657160286716487,True,0.07092717168762808,0.01663809619844714,0.05428907548918094,-0.05513307984790872,-0.12204631777083119,0.06691323792292247,0.165874524714829,-0.006957749319350559,0.17283227403417956,0.6900043872477333,0.1382474538670968,0.5517569333806365,0.8331383445451888,0.31682968639709586,0.5163086581480929,-0.22268938286048545
2020-09-08,AAPL,112.82,True,-0.1823452674300623,True,0.024109200496366112,0.02088772845953013,0.0032214720368359817,0.0030136500620456808,0.0051619099066655405,-0.0021482598446198597,0.09094132246055664,0.1007772875964108,-0.009835965135854163,0.10902322283283117,0.16004921821073803,-0.05102599537790686,0.36766530756957994,0.3597431049488311,0.00792220262074883,-0.08615493706789579
2021-02-25,AAPL,120.99,True,-0.16610379764284244,True,-0.007108025456649347,-0.014725498914550217,0.00761747345790087,-0.0033060583519298747,0.019276541207857045,-0.02258259955978692,0.03669724770642202,0.08529280987628485,-0.04859556216986283,0.24134225969088363,0.1614050689195199,0.07993719077136374,0.3581287709728076,0.12355818272173247,0.23457058825107513,-0.03950739730556241
2022-03-11,AAPL,154.73,True,-0.15420356401005797,True,0.05978155496671622,0.05820458495012737,0.0015769700165888523,0.09926969559878507,0.06546527959625781,0.03380441600252726,-0.038906482259419506,-0.01030780584188351,-0.028598676417535995,0.020875072707296605,-0.056300140452781644,0.07717521316007825,-0.04026368512893419,-0.08131978003666052,0.041056094907726326,-0.14295870225554175
2022-06-07,AAPL,148.71,True,-0.18711052804198092,False,-0.10725573263398569,-0.10071198345119547,-0.006543749182790215,-0.01586981373142371,-0.0643430990522923,0.04847328532086859,0.06220160043036782,-0.04647135228748733,0.10867295271785515,-0.03019299307376777,-0.04769808053110114,0.017505087457333368,0.20509716898661834,0.029561745321595057,0.17553542366502328,-0.13227086275300937
2022-09-06,AAPL,154.53,True,-0.15529681862905864,False,-0.004465152397592709,0.005988330433002398,-0.010453482830595107,-0.054552514074937,-0.03273108813594017,-0.02182142593899683,-0.04206302983239496,0.043300235438632484,-0.08536326527102744,-0.046075195754869624,0.014075135633125235,-0.06015033138799486,0.22759334757005112,0.14965707851366572,0.0779362690563854,-0.13046010483401282
