DTCX	Datacentrex Inc. Common Stock	Technology	EDP Services	80688688
DTIL	Precision BioSciences Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	206183608
DUOT	Duos Technologies Group Inc. Common Stock	Technology	Computer Software: Prepackaged Software	275699091
EAF	GrafTech International Ltd. Common Stock	Energy	Industrial Machinery/Components	161771417
EARN	Ellington Credit Company Common Shares of Beneficial Interest	Real Estate	Real Estate Investment Trusts	163758090
EBF	Ennis Inc. Common Stock	Consumer Discretionary	Office Equipment/Supplies/Services	542900917
EBS	Emergent BioSolutions Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	318407417
ECO	Okeanis Eco Tankers Corp. Common Stock	Consumer Discretionary	Marine Transportation	2788959707
ECVT	Ecovyst Inc. Common Stock	Industrials	Major Chemicals	1117672344
EDIT	Editas Medicine Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	496063513
EFSC	Enterprise Financial Services Corporation Common Stock	Finance	Major Banks	2340208343
EFSI	Eagle Financial Services Inc Common Stock	Finance	Major Banks	226746669
EGAN	eGain Corporation Common Stock	Technology	Computer Software: Prepackaged Software	160308473
EGY	VAALCO Energy Inc.  Common Stock	Energy	Oil & Gas Production	631150668
EIC	Eagle Point Income Company Common Shares of Beneficial Interest	Finance	Finance/Investors Services	89081080
EIKN	Eikon Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	588232226
ELA	Envela Corporation Common Stock	Consumer Discretionary	Consumer Specialties	365306107
ELDN	Eledon Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	245408679
ELMD	Electromed Inc. Common Stock	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	234252564
ELMT	The Elmet Group Co. Common Stock	Industrials	Metal Fabrications	511110376
ELOX	Eloxx Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	60546885
ELTX	Elicio Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	63339336
EMAT	Evolution Metals & Technologies Corp. Common Stock	Miscellaneous	Industrial Machinery/Components	1877837951
EMBC	Embecta Corp. Common Stock	Health Care	Medical/Dental Instruments	328625674
EMPD	Empery Digital Inc. Common stock	Industrials	Auto Manufacturing	92482265
ENTA	Enanta Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	410085660
ENVX	Enovix Corporation Common Stock	Miscellaneous	Industrial Machinery/Components	728569136
EOLS	Evolus Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	614269092
EOSE	Eos Energy Enterprises Inc. Class A Common Stock	Miscellaneous	Industrial Machinery/Components	1412970847
EPM	Evolution Petroleum Corporation Inc. Common Stock	Energy	Oil & Gas Production	132295422
EPSN	Epsilon Energy Ltd. Common Share	Energy	Oil & Gas Production	187153754
ERII	Energy Recovery Inc. Common Stock	Technology	Industrial Machinery/Components	389472396
EROC	ERock Inc. Class A Common Stock	Energy	Industrial Machinery/Components	2705202986
ESCA	Escalade Incorporated Common Stock	Consumer Discretionary	Recreational Games/Products/Toys	287297964
ESOA	Energy Services of America Corporation Common Stock	Industrials	Water Sewer Pipeline Comm & Power Line Construction	219991744
ESP	Espey Mfg. & Electronics Corp. Common Stock	Technology	Industrial Machinery/Components	189791659
ESQ	Esquire Financial Holdings Inc. Common Stock	Finance	Commercial Banks	1439961194
ETD	Ethan Allen Interiors Inc. Common Stock	Consumer Discretionary	Home Furnishings	572288164
ETON	Eton Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1670684241
EVC	Entravision Communications Corporation Common Stock	Industrials	Broadcasting	777067528
EVCM	EverCommerce Inc. Common Stock	Technology	Computer Software: Prepackaged Software	1399188748
EVER	EverQuote Inc. Class A Common Stock	Technology	Computer Software: Programming Data Processing	877822197
EVEX	Eve Holding Inc. Common Stock	Industrials	Aerospace	773639659
EVH	Evolent Health Inc Class A Common Stock	Consumer Discretionary	Other Consumer Services	488416327
EVI	EVI Industries Inc.  Common Stock	Consumer Discretionary	Other Consumer Services	175792084
EVLV	Evolv Technologies Holdings Inc. Class A Common Stock	Technology	Computer peripheral equipment	905630730
EVMN	Evommune Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	445304227
EXFY	Expensify Inc. Class A Common Stock	Technology	Computer Software: Prepackaged Software	217024260
EYPT	EyePoint Inc. Common Stock	Industrials	Biotechnology: Laboratory Analytical Instruments	394851592
FAC	Factorial Energy Inc. Class A Common Stock	Miscellaneous	Industrial Machinery/Components	557591106
FATE	Fate Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	297154875
FBIZ	First Business Financial Services Inc. Common Stock	Finance	Major Banks	609464746
FBYD	Falcon's Beyond Global Inc. Class A Common Stock	Consumer Discretionary	Services-Misc. Amusement & Recreation	987050279
FC	Franklin Covey Company Common Stock	Consumer Discretionary	Other Consumer Services	214809464
FCAP	First Capital Inc. Common Stock	Finance	Savings Institutions	216798593
FCBM	First Carolina Financial Services Inc. Common Stock	Finance	Major Banks	397059929
FCEL	FuelCell Energy Inc. Common Stock	Energy	Industrial Machinery/Components	1195315230
FDMT	4D Molecular Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	827005839
FDUS	Fidus Investment Corporation Common Stock	Finance	Finance/Investors Services	745044165
FEIM	Frequency Electronics Inc. Common Stock	Industrials	Electrical Products	678140745
FENC	Fennec Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	434071260
FET	Forum Energy Technologies Inc. Common Stock	Consumer Discretionary	Oil and Gas Field Machinery	921143003
FF	FutureFuel Corp.  Common shares	Industrials	Major Chemicals	230721053
FHTX	Foghorn Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	292175750
FIGS	FIGS Inc. Class A Common Stock	Consumer Discretionary	Apparel	2395742290
FIP	FTAI Infrastructure Inc. Common Stock 	Industrials	Railroads	402999723
FIRY	Firy Inc. Class A Common Stock	Technology	EDP Services	168383463
FISI	Financial Institutions Inc. Common Stock	Finance	Major Banks	821755212
FISN	Deep Fission Inc. Common Stock	Utilities	Electric Utilities: Central	421177457
FJET	Starfighters Space Inc. Common Stock	Consumer Discretionary	Air Freight/Delivery Services	153988853
FLGT	Fulgent Genetics Inc. Common Stock	Health Care	Medical Specialities	542876731
FLNC	Fluence Energy Inc. Class A Common Stock	Miscellaneous	Industrial Machinery/Components	1910572419
FLNG	FLEX LNG Ltd. Ordinary Shares	Consumer Discretionary	Marine Transportation	1704450768
FLOC	Flowco Holdings Inc. Class A Common Stock	Consumer Discretionary	Oil and Gas Field Machinery	1906453111
FLWS	1-800-FLOWERS.COM Inc. Common Stock	Consumer Discretionary	Other Specialty Stores	239087342
FLXS	Flexsteel Industries Inc. Common Stock	Consumer Discretionary	Home Furnishings	336177441
FLYW	Flywire Corporation Voting Common Stock	Consumer Discretionary	Business Services	2256935353
FMNB	Farmers National Banc Corp. Common Stock	Finance	Major Banks	952108482
FNKO	Funko Inc. Class A Common Stock	Consumer Discretionary	Recreational Games/Products/Toys	318055951
FOA	Finance of America Companies Inc. Class A Common Stock	Finance	Finance: Consumer Services	296986232
FOR	Forestar Group Inc Common Stock 	Finance	Real Estate	1422881617
FORR	Forrester Research Inc. Common Stock	Industrials	Diversified Commercial Services	240843350
FOSL	Fossil Group Inc. Common Stock	Consumer Discretionary	Consumer Specialties	304560968
FPI	Farmland Partners Inc. Common Stock	Real Estate	Real Estate Investment Trusts	464667189
FRAF	Franklin Financial Services Corporation Common Stock	Finance	Major Banks	289143139
FRD	Friedman Industries Inc. Common Stock	Industrials	Steel/Iron Ore	328903270
FRME	First Merchants Corporation Common Stock	Finance	Major Banks	2641427851
FRNM	Freenome Inc. Common stock	Health Care	Medical Specialities	1752457536
FRPH	FRP Holdings Inc. Common Stock	Finance	Real Estate	433689620
FSTR	L.B. Foster Company Common Stock	Industrials	Metal Fabrications	399961389
FTH	Faeth Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1034909021
FTK	Flotek Industries Inc. Common Stock	Industrials	Major Chemicals	852628899
FTW	Presidio Production Company Class A Common Stock	Energy	Oil & Gas Production	326414992
FUBO	FuboTV Inc. Class A Common Stock	Consumer Discretionary	Movies/Entertainment	1228463944
FULC	Fulcrum Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	293744439
FVR	FrontView REIT Inc. Common Stock	Real Estate	Real Estate Investment Trusts	466619583
FVRR	Fiverr International Ltd. Ordinary Shares no par value	Consumer Discretionary	Business Services	332544234
FWDI	Forward Industries Inc. Common Stock	Finance	Finance: Consumer Services	465973832
FWRD	Forward Air Corporation Common Stock	Industrials	Integrated Freight & Logistics	604339621
FWRG	First Watch Restaurant Group Inc. Common Stock	Consumer Discretionary	Restaurants	743634842
FXNC	First National Corporation Common Stock	Finance	Major Banks	285747076
GAIN	Gladstone Investment Corporation Business Development Company	Finance	Finance: Consumer Services	653080259
GALT	Galectin Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	464916859
GAM	General American Investors Inc. Common Stock	Finance	Investment Managers	1593898553
GCMG	GCM Grosvenor Inc. Class A Common Stock	Finance	Investment Managers	2691051167
GCO	Genesco Inc. Common Stock	Consumer Discretionary	Clothing/Shoe/Accessory Stores	397740703
GCT	GigaCloud Technology Inc Class A Ordinary Shares	Consumer Discretionary	Catalog/Specialty Distribution	1848004765
GDOT	Green Dot Corporation Class A Common Stock $0.001 par value	Finance	Finance: Consumer Services	759612436
GDRX	GoodRx Holdings Inc. Class A Common Stock	Technology	EDP Services	1187185950
GDYN	Grid Dynamics Holdings Inc. Class A Common Stock	Technology	Computer Software: Prepackaged Software	653477026
GEMI	Gemini Space Station Inc. Class A Common Stock	Finance	Finance: Consumer Services	606772305
GENB	Generate Biomedicines Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2103696426
GENC	Gencor Industries Inc. Common Stock	Industrials	Construction/Ag Equipment/Trucks	269994871
GFUZ	General Fusion Group Ltd. Common Shares	Utilities	Electric Utilities: Central	523609086
GHM	Graham Corporation Common Stock	Industrials	Industrial Machinery/Components	1030276757
GIC	Global Industrial Company Common Stock	Industrials	Industrial Machinery/Components	1517093055
GLAS	Glass House Brands Inc. Subordinate Voting Shares	Health Care	 Medicinal Chemicals and Botanical Products 	781422098
GLOB	Globant S.A. Common Shares	Technology	EDP Services	1689616026
GLSI	Greenwich LifeSciences Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	234117418
GLUE	Monte Rosa Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1180737470
GMRS	GMR Solutions Inc. Class A Common Stock	Consumer Discretionary	Transportation Services	727132230
GMTL	Guardian Metal Resources PLC ADS	Basic Materials	Metal Mining	419833269
GNE	Genie Energy Ltd. Class B Common Stock Stock	Utilities	Power Generation	408217353
GNK	Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)	Consumer Discretionary	Marine Transportation	1205169628
GNLX	Genelux Corporation Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	110398617
GOGO	Gogo Inc. Common Stock	Consumer Discretionary	Telecommunications Equipment	384842328
GOLD	Gold.com Inc. Common Stock	Industrials	Other Specialty Stores	1337971773
GOOS	Canada Goose Holdings Inc. Subordinate Voting Shares	Consumer Discretionary	Apparel	794966238
GPRE	Green Plains Inc. Common Stock	Industrials	Major Chemicals	1082972818
GRC	Gorman-Rupp Company (The) Common Stock	Industrials	Fluid Controls	1989747708
GRDN	Guardian Pharmacy Services Inc. Class A Common Stock	Consumer Staples	Retail-Drug Stores and Proprietary Stores	2582465734
GRNT	Granite Ridge Resources Inc. Common Stock	Energy	Oil & Gas Production	670053229
GRPN	Groupon Inc. Common Stock	Consumer Discretionary	Advertising	767354136
GSBD	Goldman Sachs BDC Inc. Common Stock	Finance	Investment Managers	1123439289
GSIT	GSI Technology Common Stock	Technology	Semiconductors	205614357
GTN	Gray Media Inc. Common Stock	Industrials	Broadcasting	509772696
HAPN	Happen Inc. Common Stock	Finance	Finance: Consumer Services	2048482486
HAWK	HawkEye 360 Inc. Common Stock	Technology	EDP Services	1700681983
HBB	Hamilton Beach Brands Holding Company Class A Common Stock 	Consumer Discretionary	Home Furnishings	416712292
HBT	HBT Financial Inc. Common Stock	Finance	Major Banks	1330617743
HCKT	Hackett Group Inc (The). Common Stock	Consumer Discretionary	Professional Services	278880956
HDSN	Hudson Technologies Inc. Common Stock	Consumer Discretionary	Industrial Specialties	225173726
HIFS	Hingham Institution for Savings Common Stock	Finance	Banks	661377726
HIPO	Hippo Holdings Inc. Common Stock	Finance	Property-Casualty Insurers	893808334
HLIO	Helios Technologies Inc. Common Stock	Industrials	Metal Fabrications	2359920325
HLLY	Holley Inc. Common Stock	Consumer Discretionary	Auto Parts:O.E.M.	369764136
HLMN	Hillman Solutions Corp. Common Stock	Consumer Discretionary	Industrial Machinery/Components	1494105592
HMH	HMH Holding Inc. Class A Common Stock	Consumer Discretionary	Oil and Gas Field Machinery	856718402
HNRG	Hallador Energy Company Common Stock	Utilities	Electric Utilities: Central	782579726
HNST	The Honest Company Inc. Common Stock	Consumer Discretionary	Catalog/Specialty Distribution	638342055
HOS	Hornbeck Offshore Services Inc. Common Stock	Energy	Oilfield Services/Equipment	1703848114
HOV	Hovnanian Enterprises Inc. Class A Common Stock	Consumer Discretionary	Homebuilding	731814893
HPK	HighPeak Energy Inc. Common Stock	Energy	Oil & Gas Production	1017945072
HPP	Hudson Pacific Properties Inc. Common Stock	Finance	Real Estate	684328824
HQH	abrdn Healthcare Investors Shares of Beneficial Interest	Finance	Finance Companies	1068074459
HQL	abrdn Life Sciences Investors Shares of Beneficial Interest	Finance	Investment Managers	530027687
HROW	Harrow Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1444781739
HRTG	Heritage Insurance Holdings Inc. Common Stock	Finance	Property-Casualty Insurers	1009415523
HRZN	Horizon Technology Finance Corporation Common Stock	Finance	Finance: Consumer Services	324444120
HSDT	Solana Company Class A Common Stock (DE)	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	135427495
HSHP	Himalaya Shipping Ltd. Common Shares	Consumer Discretionary	Marine Transportation	857862500
HSLV	Highlander Silver Corp. Common Shares	Other		1172294888
HTZ	Hertz Global Holdings Inc Common Stock	Consumer Discretionary	Rental/Leasing Companies	819838204
HUN	Huntsman Corporation Common Stock	Industrials	Major Chemicals	1687142286
HURA	TuHURA Biosciences Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	136374960
HURC	Hurco Companies Inc. Common Stock	Industrials	Industrial Machinery/Components	148890643
HURN	Huron Consulting Group Inc. Common Stock	Consumer Discretionary	Professional Services	2470356879
HVT	Haverty Furniture Companies Inc. Common Stock	Consumer Discretionary	Other Specialty Stores	445353959
HY	Hyster-Yale Inc. Class A common stock	Industrials	Construction/Ag Equipment/Trucks	641011335
HYLN	Hyliion Holdings Corp. Class A Common Stock	Consumer Discretionary	Construction/Ag Equipment/Trucks	659023734
HYMC	Hycroft Mining Holding Corporation Class A Common Stock	Basic Materials	Precious Metals	2114292342
HYPD	Hyperion DeFi Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	51280132
IA	Innovative Solutions and Support Inc. Common Stock	Technology	EDP Services	331492684
IBTA	Ibotta Inc. Class A Common Stock	Consumer Discretionary	Advertising	889481481
ICFI	ICF International Inc. Common Stock	Consumer Discretionary	Professional Services	1578181792
IDN	Intellicheck Inc. Common Stock	Technology	Computer Software: Prepackaged Software	56544213
IDR	Idaho Strategic Resources Inc. Common Stock	Basic Materials	Precious Metals	497733047
IDT	IDT Corporation Class B Common Stock	Telecommunications	Telecommunications Equipment	1711703398
IHRT	iHeartMedia Inc. Class A Common Stock	Consumer Discretionary	Broadcasting	375026051
III	Information Services Group Inc. Common Stock	Consumer Discretionary	Professional Services	251265868
IIIN	Insteel Industries Inc. Common Stock	Industrials	Steel/Iron Ore	605138801
IIIV	i3 Verticals Inc. Class A Common Stock	Technology	Computer Software: Prepackaged Software	436945349
IKT	Inhibikase Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	348839750
IMDX	Insight Molecular Diagnostics Inc. Common Stock	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	135151293
IMKTA	Ingles Markets Incorporated Class A Common Stock	Consumer Staples	Food Chains	1577862814
IMMR	Immersion Corporation Common Stock	Technology	Computer peripheral equipment	255909557
IMMX	Immix Biopharma Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	995111858
IMRX	Immuneering Corporation Class A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	311841478
IMSR	Terrestrial Energy Inc. Common Stock  	Industrials	Metal Fabrications	545566558
IMUX	Immunic Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	178878962
IMXI	International Money Express Inc. Common Stock	Consumer Discretionary	Business Services	438370708
INBX	Inhibrx Biosciences Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1783338862
INDI	indie Semiconductor Inc. Class A Common Stock	Technology	Semiconductors	834511979
INFQ	Infleqtion Inc. Common Stock	Technology	EDP Services	2895838118
INFU	InfuSystems Holdings Inc. Common Stock	Health Care	Medical/Dental Instruments	243786295
INGN	Inogen Inc Common Stock	Health Care	Industrial Specialties	143837787
INMB	INmune Bio Inc. Common stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	67719245
INN	Summit Hotel Properties Inc. Common Stock	Real Estate	Real Estate Investment Trusts	624471551
INNV	InnovAge Holding Corp. Common Stock	Health Care	Medical/Nursing Services	1459166225
INOD	Innodata Inc. Common Stock	Technology	EDP Services	1913738355
INR	Infinity Natural Resources Inc. Class A Common Stock	Energy	Oil & Gas Production	990021447
INSG	Inseego Corp. Common Stock	Telecommunications	Telecommunications Equipment	69623310
INTG	Intergroup Corporation (The) Common Stock	Real Estate	Building operators	77722530
INTT	inTest Corporation Common Stock	Industrials	Electrical Products	143135772
IPI	Intrepid Potash Inc Common Stock	Industrials	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	545129864
IPSC	Century Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	382068927
IPWR	Ideal Power Inc. Common Stock	Technology	Semiconductors	79215037
IRD	Opus Genetics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	388524493
IRMD	iRadimed Corporation Common Stock	Health Care	Medical/Dental Instruments	1067074399
IRWD	Ironwood Pharmaceuticals Inc. Class A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	703922174
ISOU	IsoEnergy Ltd. Common Shares	Other		730703221
ISTR	Investar Holding Corporation Common Stock	Finance	Major Banks	428465509
ITG	ITG Inc. Class A Common Stock	Industrials	Water Sewer Pipeline Comm & Power Line Construction	1627701141
ITIC	Investors Title Company Common Stock	Finance	Specialty Insurers	562566168
ITRG	Integra Resources Corp. Common Shares	Basic Materials	Precious Metals	568044596
IVR	INVESCO MORTGAGE CAPITAL INC Common Stock	Real Estate	Real Estate Investment Trusts	775011002
JACK	Jack In The Box Inc. Common Stock	Consumer Discretionary	Restaurants	309554386
JAKK	JAKKS Pacific Inc. Common Stock	Consumer Discretionary	Recreational Games/Products/Toys	281318395
JANX	Janux Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1237408286
JBI	Janus International Group Inc. Common Stock	Industrials	Building Products	694458171
JBIO	Jade Biosciences Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1265588001
JCAP	Jefferson Capital Inc. Common Stock	Finance	Finance Companies	1226035194
JELD	JELD-WEN Holding Inc. Common Stock	Basic Materials	Forest Products	199555779
JILL	J. Jill Inc. Common Stock	Consumer Discretionary	Apparel	298729272
JOUT	Johnson Outdoors Inc. Class A Common Stock	Consumer Discretionary	Recreational Games/Products/Toys	485208721
KARD	Kardigan Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1949552124
KBDC	Kayne Anderson BDC Inc. Common Stock	Other		888208545
KDK	Kodiak AI Inc. Common Stock 	Technology	EDP Services	766361409
KE	Kimball Electronics Inc. Common Stock	Technology	Electrical Products	599893885
KELYA	Kelly Services Inc. Class A Common Stock	Consumer Discretionary	Professional Services	585580559
KFRC	Kforce Inc. Common Stock	Consumer Discretionary	Professional Services	976577770
KGEI	Kolibri Global Energy Inc. Common stock	Energy	Oil & Gas Production	220011318
KIDS	OrthoPediatrics Corp. Common Stock	Health Care	Medical/Dental Instruments	585120349
KINS	Kingstone Companies Inc. Common Stock	Finance	Property-Casualty Insurers	288943615
KLC	KinderCare Learning Companies Inc. Common Stock	Consumer Discretionary	Other Consumer Services	316440478
KLRA	Kailera Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2104116861
KMTS	Kestra Medical Technologies Ltd. Common Stock	Health Care	Medical/Dental Instruments	1496723710
KOD	Kodiak Sciences Inc Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	2222356800
KODK	Eastman Kodak Company Common New	Consumer Discretionary	Industrial Machinery/Components	909491000
KOPN	Kopin Corporation Common Stock	Technology	Semiconductors	795534788
KRO	Kronos Worldwide Inc Common Stock	Basic Materials	Major Chemicals	970272060
KROS	Keros Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	224443768
KRRO	Korro Bio Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	180241907
KRT	Karat Packaging Inc. Common Stock	Industrials	Plastic Products	964495979
KRUS	Kura Sushi USA Inc. Class A Common Stock	Consumer Discretionary	Restaurants	537144250
KULR	KULR Technology Group Inc. Common Stock	Technology	Electrical Products	118014821
KURA	Kura Oncology Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1178728202
KVHI	KVH Industries Inc. Common Stock	Consumer Discretionary	Telecommunications Equipment	130796336
KYTX	Kyverna Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	510208413
LAND	Gladstone Land Corporation Common Stock	Real Estate	Real Estate Investment Trusts	424032513
LASR	nLIGHT Inc. Common Stock	Technology	Semiconductors	2311069292
LAW	CS Disco Inc. Common Stock	Technology	Computer Software: Prepackaged Software	275259804
LBRX	LB Pharmaceuticals Inc Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1591667695
LCID	Lucid Group Inc. Common Stock	Industrials	Auto Manufacturing	1844248424
LCLN	Lincoln International Inc. Class A Common Stock	Finance	Investment Managers	2817577046
LCUT	Lifetime Brands Inc. Common Stock	Consumer Discretionary	Industrial Machinery/Components	203910975
LE	Lands' End Inc. Common Stock	Consumer Discretionary	Clothing/Shoe/Accessory Stores	336305085
LEGH	Legacy Housing Corporation Common Stock (TX)	Consumer Discretionary	Homebuilding	675635284
LENZ	LENZ Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	187265244
LEO	BNY Mellon Strategic Municipals Inc. Common Stock	Finance	Trusts Except Educational Religious and Charitable	378105484
LFCR	Lifecore Biomedical Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	166553464
LFMD	LifeMD Inc. Common Stock	Health Care	Medical/Nursing Services	148458578
LIFE	Ethos Technologies Inc. Class A Common Stock	Finance	Specialty Insurers	2540814242
LILA	Liberty Latin America Ltd. Class A Common Stock	Telecommunications	Cable & Other Pay Television Services	1669068000
LILAK	Liberty Latin America Ltd. Class C Common Stock	Telecommunications	Cable & Other Pay Television Services	1655355000
LIME	Neutron Holdings Inc. Common Stock	Technology	Computer Software: Prepackaged Software	2388168983
LINC	Lincoln Educational Services Corporation Common Stock	Real Estate	Other Consumer Services	813338722
LIND	Lindblad Expeditions Holdings Inc. Common Stock	Consumer Discretionary	Transportation Services	1697581354
LMB	Limbach Holdings Inc. Common Stock	Consumer Discretionary	Engineering & Construction	594580151
LMNR	Limoneira Co Common Stock	Consumer Staples	Farming/Seeds/Milling	271798785
LMRI	Lumexa Imaging Holdings Inc. Common Stock	Health Care	Medical Specialities	1170193208
LNSR	LENSAR Inc. Common Stock	Health Care	Medical/Dental Instruments	105412722
LOCO	El Pollo Loco Holdings Inc. Common Stock	Consumer Discretionary	Restaurants	467754242
LODE	Comstock Inc. Common Stock	Industrials	Major Chemicals	236338376
LOVE	The Lovesac Company Common Stock	Consumer Discretionary	Other Specialty Stores	244315196
LPTH	LightPath Technologies Inc. Class A Common Stock	Technology	Semiconductors	607173566
LRMR	Larimar Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	397871649
LTBR	Lightbridge Corporation Common Stock	Basic Materials	Major Chemicals	283932330
LTGO	Latigo Biotherapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1457004211
LTRX	Lantronix Inc. Common Stock	Telecommunications	Computer Communications Equipment	243801729
LWAY	Lifeway Foods Inc. Common Stock	Consumer Staples	Packaged Foods	377819742
LWLG	Lightwave Logic Inc. Common Stock	Industrials	Containers/Packaging	824794814
LXEO	Lexeo Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	401206187
LXRX	Lexicon Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	996701292
LXU	LSB Industries Inc. Common Stock	Basic Materials	Major Chemicals	813571795
LYEL	Lyell Immunopharma Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	352138876
LYNX	Lyntris Inc. Common Stock	Industrials	Industrial Machinery/Components	1469078695
LYTS	LSI Industries Inc. Common Stock	Consumer Discretionary	Building Products	742691933
MAGN	Magnera Corporation Common Stock	Basic Materials	Paper	448932000
MAMA	Mama's Creations Inc. Common Stock	Consumer Staples	Specialty Foods	704898932
MASS	908 Devices Inc. Common Stock	Industrials	Industrial Machinery/Components	415403735
MATV	Mativ Holdings Inc. Common Stock	Basic Materials	Paper	698706641
MAX	MediaAlpha Inc. Class A Common Stock	Consumer Discretionary	Business Services	738230935
MAZE	Maze Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1455943693
MBI	MBIA Inc. Common Stock	Finance	Property-Casualty Insurers	243348438
MBUU	Malibu Boats Inc. Class A Common Stock	Industrials	Marine Transportation	548602455
MBX	MBX Biosciences Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2972441125
MCFT	MasterCraft Boat Holdings Inc. Common Stock	Industrials	Marine Transportation	393159344
MCI	Barings Corporate Investors Common Stock	Finance	Trusts Except Educational Religious and Charitable	377881059
MCS	Marcus Corporation (The) Common Stock	Consumer Discretionary	Movies/Entertainment	840792976
MDXG	MiMedx Group Inc Common Stock	Health Care	Medical/Dental Instruments	666125339
MEC	Mayville Engineering Company Inc. Common Stock	Industrials	Industrial Specialties	501336507
MED	MEDIFAST INC Common Stock	Consumer Staples	Packaged Foods	141212279
MEI	Methode Electronics Inc. Common Stock	Technology	Electrical Products	559270882
METC	Ramaco Resources Inc. Class A Common Stock	Energy	Coal Mining	836724755
METCB	Ramaco Resources Inc. Class B Common Stock	Energy	Coal Mining	434843320
MFA	MFA Financial Inc.	Real Estate	Real Estate Investment Trusts	904737045
MFIC	MidCap Financial Investment Corporation Common Stock	Finance	Finance/Investors Services	792424681
MG	Mistras Group Inc Common Stock	Consumer Discretionary	Military/Government/Technical	608969954
MGNX	MacroGenics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	280280823
