version,ticker,entry_date,exit_date,entry,init_stop,shares,risk_dollars,pnl,R,pct,days_held,partial_taken,exit_reason
"trailing stop under 5-day low, no partial",INTU,2011-01-03,2011-01-04,49.729679999999995,48.028748409747934,58,98.65403223461955,-42.26633999999993,-0.42842992873805597,-0.01465382443643311,1,False,stop
"trailing stop under 5-day low, no partial",ADI,2011-01-03,2011-01-05,38.05802,36.86302744141936,83,99.18438236219286,-80.10744999999952,-0.8076619331808724,-0.02535996355038949,2,False,stop
"trailing stop under 5-day low, no partial",SBUX,2011-01-03,2011-01-06,16.261245,15.66149732825067,109,65.37249622067685,-32.94197999999982,-0.5039119186882222,-0.018585292823519874,3,False,stop
"trailing stop under 5-day low, no partial",TMUS,2011-01-03,2011-01-19,25.545519999999996,24.374798917701877,85,99.5112919953401,19.437800000000358,0.19533260608163533,0.008951863183838272,11,False,time_stop
"trailing stop under 5-day low, no partial",UNP,2011-01-07,2011-01-19,46.77672999999999,45.337589224884965,69,99.30071348293694,115.55913000000065,1.163729100696315,0.03580348604958084,7,False,stop
"trailing stop under 5-day low, no partial",BKNG,2011-01-05,2011-01-20,16.721504799999998,15.923362074474033,126,100.56598341627159,55.857463200000275,0.5554309847375541,0.026511561327901677,10,False,stop
"trailing stop under 5-day low, no partial",UNP,2011-01-21,2011-01-25,47.79274499999999,46.04484320262192,57,99.63040245054998,-72.92038499999924,-0.7319089676084783,-0.026767765693307365,2,False,stop
"trailing stop under 5-day low, no partial",SBUX,2011-01-10,2011-01-26,16.44643,15.760413045965178,142,97.41440747294463,48.530629999999825,0.49818739608387463,0.020780497652073963,11,False,time_stop
"trailing stop under 5-day low, no partial",BKNG,2011-01-21,2011-02-07,17.208391199999998,16.414387983280147,126,100.04440530670122,26.985268800000384,0.26973291227303486,0.012445602701082428,11,False,time_stop
"trailing stop under 5-day low, no partial",COP,2011-01-21,2011-02-09,51.797746,50.28259625521683,54,81.81808621829096,128.06804160000004,1.5652778929381705,0.04578636298189502,13,False,stop
"trailing stop under 5-day low, no partial",REGN,2011-01-26,2011-02-10,33.78375,31.760991204880312,49,99.11518096086458,30.958200000000268,0.312345694169938,0.018701298701298864,11,False,time_stop
"trailing stop under 5-day low, no partial",TMO,2011-02-10,2011-02-17,57.01696,55.142760075462654,39,73.09379705695639,-72.23501999999988,-0.9882510268786922,-0.032484720335843875,5,False,stop_gap
"trailing stop under 5-day low, no partial",BKNG,2011-02-09,2011-02-18,17.753736,16.971773687129165,133,104.00098761182106,22.652825999999834,0.21781356619949105,0.00959358638654978,7,False,stop
"trailing stop under 5-day low, no partial",ETN,2011-01-25,2011-02-22,51.81175999999999,49.752760819191295,48,98.8319606788175,137.20872000000054,1.3883031264137238,0.055171161913820564,19,False,stop_gap
"trailing stop under 5-day low, no partial",TMUS,2011-02-07,2011-02-22,26.16614,24.71610390198735,71,102.95256295889811,-6.549039999999771,-0.06361220946596884,-0.0035251664937968217,10,False,stop
"trailing stop under 5-day low, no partial",ORCL,2011-02-17,2011-02-22,33.17314,32.02474715539775,65,74.64553489914618,-38.7237499999997,-0.5187684709114815,-0.01795880643195053,2,False,stop
"trailing stop under 5-day low, no partial",SBUX,2011-02-18,2011-02-22,16.85684,16.21443294070745,143,91.86420947883438,-44.101914999999565,-0.48007722757534527,-0.018295540563948935,1,False,stop
"trailing stop under 5-day low, no partial",PLD,2011-02-07,2011-02-24,33.27324,31.729826148538496,37,57.10631250407569,51.50622000000003,0.9019356659795538,0.04183722414769348,12,False,stop
"trailing stop under 5-day low, no partial",MU,2011-02-25,2011-03-07,11.15114,10.310813544642002,122,102.51982755367571,-29.531320000000047,-0.2880547178499545,-0.02170719764974706,6,False,stop
"trailing stop under 5-day low, no partial",ICE,2011-02-24,2011-03-10,24.660635999999997,23.384643890539184,80,102.079368756865,73.90032000000019,0.7239496178313728,0.03745864461889801,10,False,stop
"trailing stop under 5-day low, no partial",CAT,2011-02-25,2011-03-10,102.01190999999999,97.87224409691322,24,99.35198167408237,-37.499039999999695,-0.3774362561082357,-0.015316446873703154,9,False,stop_gap
"trailing stop under 5-day low, no partial",HON,2011-03-07,2011-03-10,54.09944539999999,51.814359181852325,26,59.41224167183938,-42.709022199999666,-0.7188589589987341,-0.03036361441147024,3,False,stop
