version,ticker,entry_date,exit_date,entry,init_stop,shares,risk_dollars,pnl,R,pct,days_held,partial_taken,exit_reason
no time stop,INTU,2011-01-03,2011-01-05,49.729679999999995,48.81114,108,99.20231999999925,-104.47392311999903,-1.0531399176954714,-0.019452189115232416,2,False,stop
no time stop,TMUS,2011-01-03,2011-01-10,25.545519999999996,24.6753,114,99.20507999999957,96.19368563999947,0.9696447564983557,0.03303139885193159,5,True,breakeven_stop
no time stop,SBUX,2011-01-10,2011-01-12,16.44643,15.879105,180,102.11850000000005,-31.089600000000317,-0.30444630502798514,-0.010501975200697159,2,False,close_below_ema20
no time stop,TMUS,2011-01-11,2011-01-19,26.64662,25.51446,77,87.17631999999992,-67.17633999999987,-0.7705801300169579,-0.032740362567560105,5,False,close_below_ema20
no time stop,UNP,2011-01-07,2011-01-20,46.77672999999999,45.94401,121,100.75911999999937,94.16648926999943,0.93457038201604,0.016637234977998506,8,True,breakeven_stop
no time stop,BKNG,2011-01-05,2011-01-21,16.721504799999998,15.9512328,132,101.6759039999998,36.15252960000035,0.35556634539487764,0.016379076122383592,11,False,close_below_ema20
no time stop,UNP,2011-01-21,2011-01-24,47.79274499999999,46.51344,78,99.78578999999895,-54.98063999999911,-0.5509866685426822,-0.01474868204368652,1,False,close_below_ema20
no time stop,C,2011-01-24,2011-01-26,49.1491,47.152800000000006,50,99.81499999999954,-39.87499999999997,-0.39948905475129143,-0.016226136389069168,2,False,close_below_ema20
no time stop,ADI,2011-01-12,2011-01-31,38.148109999999996,36.87377871017805,77,98.12350931628971,19.515650000000065,0.19888862654813577,0.006643841595297929,12,False,close_below_ema20
no time stop,REGN,2011-01-26,2011-01-31,33.78375,32.907059999999994,108,94.68252000000038,-45.05219999999994,-0.475823837388356,-0.012347652347652333,3,False,close_below_ema20
no time stop,GOOGL,2011-01-28,2011-01-31,15.523507999999998,15.0307542,113,55.6811793999997,-48.986980299999686,-0.8797762696096906,-0.02792623291075685,1,False,close_below_ema20
no time stop,FISV,2011-02-01,2011-02-04,15.555539999999997,15.239745000000001,317,100.10701499999875,-163.44361499999923,-1.6326889279437735,-0.03314542600256871,3,False,stop_gap
no time stop,TMUS,2011-02-04,2011-02-07,25.925899999999995,25.2747,154,100.28479999999935,13.561240000000893,0.13522727272728252,0.0033966033966036212,1,False,close_below_ema20
no time stop,TMUS,2011-02-09,2011-02-11,26.025999999999996,25.2747,118,88.65339999999964,-41.5005999999997,-0.468121922001862,-0.013513409667255725,2,False,close_below_ema20
no time stop,TMO,2011-02-11,2011-02-17,57.19714,55.39681149864389,53,95.41741057187359,-107.71507999999984,-1.128882866915184,-0.035532545858062085,4,False,stop_gap
no time stop,BKNG,2011-02-07,2011-02-22,17.6176,17.2603224,276,98.60861759999993,93.64755138239983,0.9496893239318659,0.019259304468258978,10,True,breakeven_stop
no time stop,ORCL,2011-02-17,2011-02-22,33.17314,32.57739,88,52.42599999999959,-55.2928103199996,-1.0546829878304664,-0.018940847625518585,2,False,stop
no time stop,AAPL,2011-02-01,2011-02-23,12.201489299999999,11.749030175164535,221,99.99346658863752,-25.34609219999956,-0.2534774827266534,-0.00939952469572694,15,False,close_below_ema20
no time stop,CAT,2011-02-25,2011-03-02,102.01190999999999,97.94196000000001,14,56.97929999999968,-31.664639999999935,-0.555721814764311,-0.022171528795020067,3,False,close_below_ema20
no time stop,TXN,2011-02-28,2011-03-02,35.83579999999999,34.85511,69,67.6676099999992,-35.270039999999284,-0.5212248518899913,-0.014263948342160345,2,False,close_below_ema20
no time stop,COP,2011-01-21,2011-03-11,51.797746,50.6585907,64,72.90593919999992,210.9141677887999,2.892962769606569,0.06362311347872161,34,True,close_below_ema20
no time stop,ICE,2011-02-24,2011-03-14,24.660635999999997,24.13584,188,98.66164799999905,130.11477856799922,1.318797944344093,0.028064964991170383,12,True,close_below_ema20
no time stop,CMCSA,2011-03-11,2011-03-14,11.722110399999998,11.4177708,172,52.34641119999978,-54.31026777759971,-1.0375165466472311,-0.026936904706169496,1,False,stop
no time stop,AAPL,2011-03-14,2011-03-15,12.626213599999998,12.3055821,313,100.35765949999922,-131.62635949999918,-1.3115726308862377,-0.033306224124071325,1,False,stop_gap
no time stop,BKNG,2011-03-02,2011-03-17,18.1076896,17.6147676,201,99.07732200000001,75.1358904,0.7583560887929529,0.020643738006200413,11,False,close_below_ema20
no time stop,CAT,2011-03-16,2011-03-17,101.8017,96.91299000000001,20,97.77419999999978,-0.27179999999987103,-0.0027798744454045304,-0.00013349482376024714,1,False,close_below_ema20
no time stop,DHR,2011-03-16,2011-03-17,34.137403299999995,33.176190600000005,62,59.59518739999939,-32.53447519999999,-0.545924538866377,-0.015371690558549304,1,False,close_below_ema20
no time stop,PM,2011-03-17,2011-03-18,62.702639999999995,61.38855,73,95.9285699999995,-77.69681999999958,-0.8099445243476473,-0.0169744049054393,1,False,close_below_ema20
no time stop,COP,2011-03-18,2011-03-21,59.4209616,56.1467886157017,29,94.9510165446506,-19.12497509999988,-0.2014193822875649,-0.011098472361308873,1,False,close_below_ema20
no time stop,ICE,2011-03-18,2011-03-21,25.421395999999998,24.217758,49,58.9782619999999,-14.334949999999928,-0.24305480551461406,-0.011508022612133439,1,False,close_below_ema20
no time stop,LOW,2011-03-21,2011-04-01,26.516489999999994,25.944029999999998,111,63.54305999999956,-8.098559999999424,-0.1274499528351244,-0.002751495390226792,9,False,close_below_ema20
no time stop,DHR,2011-03-18,2011-04-11,33.9625286,32.8739931,89,96.87965949999992,53.717792300000525,0.5544795737024713,0.017771665564383386,16,False,close_below_ema20
no time stop,BX,2011-04-04,2011-04-12,17.966949,17.2839987,148,101.07664439999972,-58.997965200000166,-0.583695328928038,-0.022187122588259205,6,False,close_below_ema20
no time stop,CAT,2011-03-18,2011-04-13,105.09498999999998,99.55587649565594,17,94.16492957384875,43.47325000000042,0.4616713483113325,0.024332748877943896,18,False,close_below_ema20
no time stop,VRTX,2011-04-11,2011-04-19,48.32827999999999,46.10385,44,97.8749199999996,-60.512319999999534,-0.6182617569444734,-0.028457044198551856,6,False,close_below_ema20
no time stop,BX,2011-04-13,2011-04-19,17.888370499999997,17.244738,152,97.8321399999993,-18.855995199999825,-0.19273824736942236,-0.006934818350279522,4,False,close_below_ema20
no time stop,ISRG,2011-04-19,2011-04-25,39.817577799999995,38.8555056,102,98.13136439999943,-102.09462597119915,-1.0403873073143548,-0.02513783511964386,3,False,stop
no time stop,FISV,2011-04-11,2011-04-28,15.720704999999999,15.329655,142,55.52909999999973,-57.70591100999979,-1.039201265822786,-0.02584996378979178,12,False,stop
no time stop,LOW,2011-04-28,2011-04-29,26.816789999999997,25.88409,81,75.54869999999976,-18.09620999999981,-0.23953039562560136,-0.00833097473634979,1,False,close_below_ema20
no time stop,TMUS,2011-04-20,2011-05-03,33.05302,31.728240000000003,73,96.70893999999952,85.60855999999987,0.8852186778182068,0.035479965219516955,8,False,close_below_ema20
no time stop,CRM,2011-04-29,2011-05-03,34.784749999999995,33.411555,62,85.13808999999972,-87.20960640999976,-1.024331253026701,-0.04043744902579425,2,False,stop
no time stop,BLK,2011-05-03,2011-05-04,197.80760999999998,194.68511999999998,23,71.81726999999998,-21.727409999999395,-0.3025373980380959,-0.004775700995527795,1,False,close_below_ema20
no time stop,REGN,2011-02-25,2011-05-05,36.67664,34.73523,50,97.07049999999988,368.2002635,3.7931221483354927,0.20078189468828117,48,True,close_below_ema20
no time stop,GE,2011-05-04,2011-05-05,99.0627638,96.4710324,38,98.48579320000002,-83.93116240000037,-0.8522159356482734,-0.02229611526344281,1,False,close_below_ema20
no time stop,SBUX,2011-05-04,2011-05-10,18.303285,17.882099999999998,154,64.8624900000002,-22.55483999999963,-0.34773318138109655,-0.00800184229224413,4,False,close_below_ema20
no time stop,CAT,2011-05-10,2011-05-12,112.87276,108.28161,21,96.41414999999998,-79.42115999999996,-0.8237500408394408,-0.033506401367344944,2,False,close_below_ema20
no time stop,ORCL,2011-05-12,2011-05-16,35.7357,34.53543,80,96.02160000000026,-98.78443440000012,-1.0287730510635091,-0.03455383356139663,2,False,stop
no time stop,MDT,2011-04-26,2011-05-24,40.900859999999994,40.089870000000005,97,78.666029999999,53.69779367999962,0.6826045966727989,0.013534813249786587,20,True,close_below_ema20
no time stop,MRSH,2011-05-17,2011-05-24,30.260229999999996,29.480490000000003,115,89.67009999999922,-24.185649999999974,-0.2697181111652623,-0.0069500463149156436,5,False,close_below_ema20
no time stop,QCOM,2011-05-24,2011-05-25,56.756699999999995,55.60433999999999,57,65.68452000000009,-26.96327999999945,-0.41049671977506136,-0.008334522620236736,1,False,close_below_ema20
no time stop,CB,2011-05-05,2011-05-26,67.83776999999999,66.18375,59,97.58717999999932,-33.930899999999525,-0.34769833496571745,-0.008477578198693618,15,False,close_below_ema20
no time stop,VRTX,2011-05-24,2011-05-26,55.88582999999999,53.496449999999996,39,93.18581999999984,-95.27218154999971,-1.0223892599753899,-0.04371191140938576,2,False,stop
no time stop,TMUS,2011-05-25,2011-06-06,35.83579999999999,34.80516,90,92.7575999999992,-141.30899999999968,-1.5234223395172029,-0.04381372817126998,7,False,close_below_ema20
no time stop,ACN,2011-05-26,2011-06-06,56.876819999999995,55.77417,85,93.72524999999975,-115.80314999999982,-1.2355597877839763,-0.023953343383121595,6,False,close_below_ema20
no time stop,MA,2011-05-27,2011-06-06,28.391362999999995,27.204928725607157,43,51.016673798892015,-31.95067699999983,-0.6262791087860717,-0.02617130428010787,5,False,close_below_ema20
no time stop,MRSH,2011-06-06,2011-06-07,30.40037,29.7702,144,90.74447999999995,-43.271999999999935,-0.4768554517035081,-0.009884748113263082,1,False,close_below_ema20
no time stop,PFE,2011-06-07,2011-06-08,19.905986099999996,19.5818985,276,89.44817759999863,-34.49638439999893,-0.3856577666038381,-0.006278860005834936,1,False,close_below_ema20
no time stop,REGN,2011-06-07,2011-06-09,58.41835999999999,56.143800000000006,39,88.70783999999949,-90.89744819999953,-1.0246833673325835,-0.039896768755575955,2,False,stop
no time stop,PFE,2011-06-09,2011-06-10,19.820600799999998,19.4965839,273,88.45661369999908,-72.91117469999897,-0.8242591667286459,-0.01347456127566003,1,False,close_below_ema20
no time stop,FISV,2011-06-09,2011-06-13,15.848332499999998,15.499485,216,75.35105999999956,-42.443999999999306,-0.5632833831401914,-0.012398780755009829,2,False,close_below_ema20
no time stop,UNP,2011-06-14,2011-06-15,50.96090999999999,49.66029,67,87.1415399999992,-90.46877942999909,-1.0381820131937067,-0.026496392823440292,1,False,stop
no time stop,UNH,2011-06-17,2011-07-12,50.150099999999995,48.31164,46,84.5691599999999,24.801360000000443,0.2932671910185755,0.010750925720985793,16,False,close_below_ema20
no time stop,TMO,2011-06-28,2011-07-12,63.55349,62.01792,56,85.99192,-70.32759999999973,-0.8178396295837997,-0.019760519839272326,9,False,close_below_ema20
no time stop,MRSH,2011-06-29,2011-07-12,30.620589999999996,29.68708630734577,90,84.01533233888046,-25.28639999999971,-0.3009736353598606,-0.009175525357283998,8,False,close_below_ema20
no time stop,VZ,2011-07-12,2011-07-13,37.21718,36.972989999999996,229,55.91951000000074,-64.3863247100013,-1.1514107457307914,-0.007554655941154211,1,False,stop
no time stop,MRSH,2011-07-13,2011-07-14,30.830799999999996,30.33963,173,84.97240999999944,-90.22116598999949,-1.0617701203249394,-0.016915215628527224,1,False,stop
no time stop,COP,2011-07-14,2011-07-15,61.130269199999994,58.979800974824286,39,83.8682607818526,-108.71524169999967,-1.2962620267370975,-0.04560049115569725,1,False,stop_gap
no time stop,UNH,2011-07-13,2011-07-19,52.082029999999996,50.679269999999995,60,84.16560000000004,-87.20635620000024,-1.0361282542986707,-0.027906732322069708,4,False,stop
no time stop,UNH,2011-07-20,2011-07-21,51.81175999999999,49.90005,43,82.20352999999966,2.4217600000002832,0.029460535332245383,0.0010870119061774121,1,False,close_below_ema20
no time stop,COP,2011-07-21,2011-07-25,57.9329751,56.888055,54,56.425685399999935,-61.77173399999994,-1.0947449474845017,-0.019745593904429034,2,False,stop_gap
