t,item,fy_end,n_q,fy,err
BMY,revenue,2014-12-31,4,15879000000.0,0.0
BMY,revenue,2015-12-31,4,16560000000.0,0.0
BMY,net_income,2011-12-31,4,3709000000.0,0.0
BMY,net_income,2012-12-31,4,1960000000.0,0.0
BMY,net_income,2013-12-31,4,2563000000.0,0.0
BMY,net_income,2014-12-31,4,2004000000.0,0.0
BMY,net_income,2015-12-31,4,1565000000.0,0.0
BMY,net_income,2016-12-31,4,4457000000.0,0.0
BMY,net_income,2017-12-31,4,1007000000.0,0.0
BMY,net_income,2018-12-31,4,4920000000.0,0.0
BMY,net_income,2019-12-31,4,3439000000.0,0.0
BMY,net_income,2020-12-31,4,-9015000000.0,0.0
BMY,net_income,2021-12-31,4,6994000000.0,0.0
BMY,net_income,2022-12-31,4,6327000000.0,0.0
BMY,net_income,2023-12-31,4,8025000000.0,0.0
BMY,net_income,2024-12-31,4,-8948000000.0,0.0
BMY,net_income,2025-12-31,4,7054000000.0,0.0
BMY,ocf,2011-12-31,4,4840000000.0,0.0
BMY,ocf,2012-12-31,4,6941000000.0,0.0
BMY,ocf,2013-12-31,4,3545000000.0,0.0
BMY,ocf,2014-12-31,4,3148000000.0,0.0
BMY,ocf,2015-12-31,4,1832000000.0,0.0
BMY,ocf,2016-12-31,4,2850000000.0,0.0
BMY,ocf,2017-12-31,4,5275000000.0,0.0
BMY,ocf,2018-12-31,4,5940000000.0,0.0
BMY,ocf,2019-12-31,4,8067000000.0,0.0
BMY,ocf,2020-12-31,4,14052000000.0,0.0
BMY,ocf,2021-12-31,4,16207000000.0,0.0
BMY,ocf,2022-12-31,4,13066000000.0,0.0
BMY,ocf,2023-12-31,4,13860000000.0,0.0
BMY,ocf,2024-12-31,4,15190000000.0,0.0
BMY,ocf,2025-12-31,4,14156000000.0,0.0
BRK-B,revenue,2011-12-31,4,143688000000.0,0.0
BRK-B,revenue,2012-12-31,4,162463000000.0,0.0
BRK-B,revenue,2013-12-31,4,182150000000.0,0.0
BRK-B,revenue,2014-12-31,4,194673000000.0,0.0
BRK-B,revenue,2015-12-31,4,210821000000.0,0.0
BRK-B,revenue,2016-12-31,4,223604000000.0,0.0
BRK-B,revenue,2017-12-31,4,242137000000.0,0.0
BRK-B,revenue,2018-12-31,4,247837000000.0,0.0
BRK-B,revenue,2019-12-31,4,254616000000.0,0.0
BRK-B,revenue,2020-12-31,4,245510000000.0,0.0
BRK-B,revenue,2021-12-31,4,276094000000.0,0.0
BRK-B,revenue,2022-12-31,4,302089000000.0,0.0
BRK-B,revenue,2023-12-31,4,364482000000.0,0.0
BRK-B,revenue,2024-12-31,4,371433000000.0,0.0
BRK-B,revenue,2025-12-31,4,371444000000.0,0.0
BRK-B,net_income,2011-12-31,4,10254000000.0,0.0
BRK-B,net_income,2012-12-31,4,14824000000.0,0.0
BRK-B,net_income,2013-12-31,4,19476000000.0,0.0
BRK-B,net_income,2014-12-31,4,19872000000.0,0.0
BRK-B,net_income,2015-12-31,4,24083000000.0,0.0
BRK-B,net_income,2016-12-31,4,24074000000.0,0.0
BRK-B,net_income,2017-12-31,4,44940000000.0,0.0
BRK-B,net_income,2018-12-31,4,4021000000.0,0.0
BRK-B,net_income,2019-12-31,4,81417000000.0,0.0
BRK-B,net_income,2020-12-31,4,42521000000.0,0.0
BRK-B,net_income,2021-12-31,4,89795000000.0,0.0
BRK-B,net_income,2022-12-31,4,-22819000000.0,0.0
BRK-B,net_income,2023-12-31,4,96223000000.0,0.0
BRK-B,net_income,2024-12-31,4,88995000000.0,0.0
BRK-B,net_income,2025-12-31,4,66968000000.0,0.0
BRK-B,ocf,2015-12-31,4,31491000000.0,0.0
BRK-B,ocf,2016-12-31,4,32535000000.0,0.0
BRK-B,ocf,2017-12-31,4,45776000000.0,4.369101712687871e-05
BRK-B,ocf,2018-12-31,4,37400000000.0,0.0
BRK-B,ocf,2019-12-31,4,38687000000.0,0.0
BRK-B,ocf,2020-12-31,4,39773000000.0,0.0
BRK-B,ocf,2021-12-31,4,39421000000.0,0.0
BRK-B,ocf,2022-12-31,4,37224000000.0,0.0
BRK-B,ocf,2023-12-31,4,49196000000.0,0.0
BRK-B,ocf,2024-12-31,4,30592000000.0,0.0
BRK-B,ocf,2025-12-31,4,45969000000.0,0.0
BRK-B,ocf,2011-12-31,4,20476000000.0,0.0
BRK-B,ocf,2012-12-31,4,20950000000.0,0.0
BRK-B,ocf,2013-12-31,4,27704000000.0,0.0
BRK-B,ocf,2014-12-31,4,32010000000.0,0.0
BSX,revenue,2012-12-31,4,7249000000.0,0.0
BSX,revenue,2013-12-31,4,7143000000.0,0.0
BSX,revenue,2014-12-31,4,7462000000.0,0.0
BSX,revenue,2015-12-31,4,8068000000.0,0.0
BSX,revenue,2016-12-31,4,9076000000.0,0.019942706037902158
BSX,revenue,2017-12-31,4,9048000000.0,0.006631299734748011
BSX,revenue,2018-12-31,4,9823000000.0,0.00010180189351521938
BSX,revenue,2019-12-31,4,10735000000.0,0.0
BSX,revenue,2020-12-31,4,9913000000.0,0.0
BSX,revenue,2021-12-31,4,11888000000.0,0.0
BSX,revenue,2022-12-31,4,12682000000.0,0.0
BSX,revenue,2023-12-31,4,14240000000.0,0.0
BSX,revenue,2024-12-31,4,16747000000.0,0.0
BSX,revenue,2025-12-31,4,20074000000.0,0.0
BSX,revenue,2011-12-31,4,7622000000.0,0.0
BSX,net_income,2018-12-31,4,1671000000.0,0.0
BSX,net_income,2019-12-31,4,4700000000.0,0.0
BSX,net_income,2020-12-31,4,-115000000.0,0.0
BSX,net_income,2021-12-31,4,985000000.0,0.0
BSX,net_income,2022-12-31,4,642000000.0,0.0
BSX,net_income,2023-12-31,4,1570000000.0,0.015286624203821656
BSX,net_income,2024-12-31,4,1853000000.0,0.0
BSX,net_income,2025-12-31,4,2898000000.0,0.0
BSX,net_income,2011-12-31,4,441000000.0,0.0
BSX,net_income,2012-12-31,4,-4068000000.0,0.0
BSX,net_income,2013-12-31,4,-121000000.0,0.0
BSX,net_income,2014-12-31,4,-119000000.0,0.0
BSX,net_income,2015-12-31,4,-239000000.0,0.0
BSX,net_income,2016-12-31,4,347000000.0,0.0
BSX,net_income,2017-12-31,4,104000000.0,0.0
BSX,ocf,2011-12-31,4,1008000000.0,0.0
BSX,ocf,2012-12-31,4,1260000000.0,0.0
BSX,ocf,2013-12-31,4,1082000000.0,0.0
BSX,ocf,2014-12-31,4,1269000000.0,0.0
BSX,ocf,2015-12-31,4,600000000.0,0.0
BSX,ocf,2016-12-31,4,972000000.0,0.0
BSX,ocf,2017-12-31,4,1426000000.0,0.0
BSX,ocf,2018-12-31,4,310000000.0,0.0
BSX,ocf,2019-12-31,4,1836000000.0,0.0
BSX,ocf,2020-12-31,4,1508000000.0,0.0
BSX,ocf,2021-12-31,4,1870000000.0,0.0
BSX,ocf,2022-12-31,4,1526000000.0,0.0
BSX,ocf,2023-12-31,4,2503000000.0,0.0
BSX,ocf,2024-12-31,4,3435000000.0,0.0
BSX,ocf,2025-12-31,4,4534000000.0,0.0
BX,revenue,2011-12-31,4,3252576000.0,0.0
BX,revenue,2012-12-31,4,4019441000.0,0.0
BX,revenue,2013-12-31,4,6613168000.0,0.0
BX,revenue,2014-12-31,4,7484728000.0,0.0
BX,revenue,2015-12-31,4,4646552000.0,0.0
BX,revenue,2016-12-31,4,5125834000.0,0.0
BX,revenue,2017-12-31,4,7119053000.0,0.0
BX,revenue,2018-12-31,4,6833259000.0,0.0
BX,revenue,2019-12-31,4,7338270000.0,0.0
BX,revenue,2020-12-31,4,6101927000.0,0.0
BX,revenue,2021-12-31,4,22577148000.0,0.0
BX,revenue,2022-12-31,4,8517673000.0,0.0
BX,revenue,2023-12-31,4,8022841000.0,0.0
BX,revenue,2024-12-31,4,13229968000.0,0.0
BX,revenue,2025-12-31,4,14450265000.0,0.0
BX,net_income,2011-12-31,4,-268453000.0,0.0
BX,net_income,2012-12-31,4,218598000.0,0.0
BX,net_income,2013-12-31,4,1171202000.0,0.0
BX,net_income,2014-12-31,4,1584589000.0,0.0
BX,net_income,2015-12-31,4,709789000.0,0.0
BX,net_income,2016-12-31,4,1039235000.0,0.0
BX,net_income,2017-12-31,4,1470830000.0,0.0
BX,net_income,2018-12-31,4,1541788000.0,0.0
BX,net_income,2019-12-31,4,2049682000.0,0.0
BX,net_income,2020-12-31,4,1045363000.0,0.0
BX,net_income,2021-12-31,4,5857397000.0,0.0
BX,net_income,2022-12-31,4,1747631000.0,0.0
BX,net_income,2023-12-31,4,1390880000.0,0.0
BX,net_income,2024-12-31,4,2776508000.0,0.0
BX,net_income,2025-12-31,4,3019214000.0,0.0
BX,ocf,2011-12-31,4,1099613000.0,0.0
BX,ocf,2012-12-31,4,583155000.0,0.0
BX,ocf,2013-12-31,4,3547941000.0,0.0
BX,ocf,2016-12-31,4,-541286000.0,0.0
BX,ocf,2017-12-31,4,-2448740000.0,0.0
BX,ocf,2018-12-31,4,45742000.0,0.0
BX,ocf,2019-12-31,4,1963107000.0,0.0
BX,ocf,2020-12-31,4,1935945000.0,0.0
BX,ocf,2021-12-31,4,3985988000.0,0.0
BX,ocf,2022-12-31,4,6336253000.0,0.0
BX,ocf,2023-12-31,4,4056906000.0,0.0
BX,ocf,2024-12-31,4,3481662000.0,0.0
BX,ocf,2025-12-31,4,4663161000.0,0.0
BX,ocf,2014-12-31,4,1654989000.0,0.0
BX,ocf,2015-12-31,4,2397043000.0,0.0
C,revenue,2011-12-31,4,78353000000.0,0.0
C,revenue,2012-12-31,4,70173000000.0,0.0
C,revenue,2013-12-31,4,76366000000.0,0.0
C,revenue,2014-12-31,4,76882000000.0,0.0
C,revenue,2015-12-31,4,76354000000.0,0.0
C,revenue,2016-12-31,4,69875000000.0,0.0
C,revenue,2017-12-31,4,71449000000.0,0.0
C,revenue,2018-12-31,4,72854000000.0,0.0
C,revenue,2019-12-31,4,74286000000.0,0.0
C,revenue,2020-12-31,4,74298000000.0,0.0
C,revenue,2021-12-31,4,71884000000.0,0.0
C,revenue,2022-12-31,4,75338000000.0,0.0
C,revenue,2023-12-31,4,78462000000.0,0.0
C,revenue,2024-12-31,4,81139000000.0,0.0
C,revenue,2025-12-31,4,85225000000.0,0.0
C,net_income,2011-12-31,4,11067000000.0,0.0
C,net_income,2012-12-31,4,7541000000.0,0.0
C,net_income,2013-12-31,4,13673000000.0,0.0
C,net_income,2014-12-31,4,7313000000.0,0.0
C,net_income,2015-12-31,4,17242000000.0,0.0
C,net_income,2016-12-31,4,14912000000.0,0.0
C,net_income,2017-12-31,4,-6798000000.0,0.0
C,net_income,2018-12-31,4,18045000000.0,0.0
C,net_income,2019-12-31,4,19401000000.0,0.0
C,net_income,2020-12-31,4,11047000000.0,0.0
C,net_income,2021-12-31,4,21952000000.0,0.0
C,net_income,2022-12-31,4,14845000000.0,0.0
C,net_income,2023-12-31,4,9228000000.0,0.0
C,net_income,2024-12-31,4,12682000000.0,0.0
C,net_income,2025-12-31,4,14306000000.0,0.0
C,ocf,2018-12-31,4,36952000000.0,0.0
C,ocf,2019-12-31,4,-12837000000.0,0.0
C,ocf,2020-12-31,4,-20621000000.0,0.0
C,ocf,2021-12-31,4,61249000000.0,0.0
C,ocf,2022-12-31,4,25069000000.0,0.0
C,ocf,2023-12-31,4,-73416000000.0,0.0
C,ocf,2024-12-31,4,-19669000000.0,0.0
C,ocf,2025-12-31,4,-67632000000.0,0.0
C,ocf,2011-12-31,4,44741000000.0,0.0
C,ocf,2012-12-31,4,14271000000.0,0.0
C,ocf,2013-12-31,4,57410000000.0,0.0
C,ocf,2014-12-31,4,45434000000.0,0.0
C,ocf,2015-12-31,4,39737000000.0,0.0
C,ocf,2016-12-31,4,53932000000.0,0.0
C,ocf,2017-12-31,4,-8587000000.0,0.0
CAT,revenue,2011-12-31,5,60138000000.0,
CAT,revenue,2012-12-31,4,65875000000.0,0.0
CAT,revenue,2013-12-31,4,55656000000.0,0.0
CAT,revenue,2014-12-31,4,55184000000.0,0.0
CAT,revenue,2015-12-31,4,47011000000.0,0.0
CAT,revenue,2016-12-31,4,38537000000.0,0.0
CAT,revenue,2017-12-31,4,45462000000.0,0.0
CAT,revenue,2018-12-31,4,54722000000.0,0.0
CAT,revenue,2019-12-31,4,53800000000.0,0.0
CAT,revenue,2020-12-31,4,41748000000.0,0.0
CAT,revenue,2021-12-31,4,50971000000.0,0.0
CAT,revenue,2022-12-31,4,59427000000.0,0.0
CAT,revenue,2023-12-31,4,67060000000.0,0.0
CAT,revenue,2024-12-31,4,64809000000.0,0.0
CAT,revenue,2025-12-31,4,67589000000.0,0.0
CAT,net_income,2011-12-31,5,4928000000.0,
CAT,net_income,2012-12-31,4,5681000000.0,0.0
CAT,net_income,2013-12-31,4,3789000000.0,0.0
CAT,net_income,2014-12-31,4,3695000000.0,0.0
CAT,net_income,2015-12-31,4,2102000000.0,0.0
CAT,net_income,2016-12-31,4,-67000000.0,0.0
CAT,net_income,2017-12-31,4,754000000.0,0.0
CAT,net_income,2018-12-31,4,6147000000.0,0.0
CAT,net_income,2019-12-31,4,6093000000.0,0.0
CAT,net_income,2020-12-31,4,2998000000.0,0.0
CAT,net_income,2021-12-31,4,6489000000.0,0.0
CAT,net_income,2022-12-31,4,6705000000.0,0.0
CAT,net_income,2023-12-31,4,10335000000.0,0.0
CAT,net_income,2024-12-31,4,10792000000.0,0.0
CAT,net_income,2025-12-31,4,8884000000.0,0.0
CAT,ocf,2017-12-31,4,5702000000.0,0.0
CAT,ocf,2018-12-31,4,6558000000.0,0.0
CAT,ocf,2019-12-31,4,6912000000.0,0.0
CAT,ocf,2020-12-31,4,6327000000.0,0.0
CAT,ocf,2021-12-31,4,7198000000.0,0.0
CAT,ocf,2022-12-31,4,7766000000.0,0.0
CAT,ocf,2023-12-31,4,12885000000.0,0.0
CAT,ocf,2024-12-31,4,12035000000.0,0.0
CAT,ocf,2025-12-31,4,11739000000.0,0.0
CAT,ocf,2011-12-31,4,7010000000.0,0.0
CAT,ocf,2012-12-31,4,5241000000.0,0.0
CAT,ocf,2013-12-31,4,10191000000.0,0.0
CAT,ocf,2014-12-31,4,8057000000.0,0.0
CAT,ocf,2015-12-31,4,6675000000.0,0.0
CAT,ocf,2016-12-31,4,5608000000.0,0.0
CB,revenue,2011-12-31,4,16834000000.0,0.0
CB,revenue,2012-12-31,4,17936000000.0,0.0
CB,revenue,2013-12-31,4,19261000000.0,0.0
CB,revenue,2014-12-31,4,19171000000.0,0.0
CB,revenue,2015-12-31,4,18987000000.0,0.0
CB,revenue,2016-12-31,4,31469000000.0,0.0
CB,revenue,2017-12-31,4,32243000000.0,0.0
CB,revenue,2018-12-31,4,32717000000.0,0.0
CB,revenue,2019-12-31,4,34186000000.0,0.0
CB,revenue,2020-12-31,4,35994000000.0,0.0
CB,revenue,2021-12-31,4,40963000000.0,0.0
CB,revenue,2022-12-31,4,43166000000.0,0.0
CB,revenue,2023-12-31,4,49735000000.0,0.0
CB,revenue,2024-12-31,4,55753000000.0,0.0
CB,revenue,2025-12-31,4,59402000000.0,0.0
CB,net_income,2011-12-31,4,1585000000.0,0.0
CB,net_income,2012-12-31,4,2706000000.0,0.0
CB,net_income,2013-12-31,4,3758000000.0,0.0
CB,net_income,2014-12-31,4,2853000000.0,0.0
CB,net_income,2015-12-31,4,2834000000.0,0.0
CB,net_income,2016-12-31,4,4135000000.0,0.0
CB,net_income,2017-12-31,4,3861000000.0,0.0
CB,net_income,2018-12-31,4,3962000000.0,0.0
CB,net_income,2019-12-31,4,4454000000.0,0.0
CB,net_income,2020-12-31,4,3533000000.0,0.0
CB,net_income,2021-12-31,4,8539000000.0,0.0
CB,net_income,2022-12-31,4,5313000000.0,0.0
CB,net_income,2023-12-31,4,9028000000.0,0.0
CB,net_income,2024-12-31,4,9272000000.0,0.0
CB,net_income,2025-12-31,4,10310000000.0,0.0
CB,ocf,2011-12-31,4,3470000000.0,0.0
CB,ocf,2012-12-31,4,3995000000.0,0.0
CB,ocf,2013-12-31,4,4022000000.0,0.0
CB,ocf,2014-12-31,4,4496000000.0,0.0
CB,ocf,2015-12-31,4,3864000000.0,0.0
CB,ocf,2017-12-31,4,4503000000.0,0.0
CB,ocf,2018-12-31,4,5480000000.0,0.0
CB,ocf,2019-12-31,4,6342000000.0,0.0
CB,ocf,2020-12-31,4,9785000000.0,0.0
CB,ocf,2021-12-31,4,11149000000.0,0.0
CB,ocf,2022-12-31,4,11243000000.0,0.0
CB,ocf,2023-12-31,4,12632000000.0,0.0
CB,ocf,2024-12-31,4,16182000000.0,0.0
CB,ocf,2025-12-31,4,12816000000.0,0.0
CB,ocf,2016-12-31,4,5292000000.0,0.0
CCL,revenue,2014-11-30,0,15884000000.0,
CCL,revenue,2015-11-30,2,15714000000.0,
CCL,revenue,2016-11-30,4,16389000000.0,0.0
CCL,revenue,2017-11-30,4,17510000000.0,0.0
CCL,revenue,2018-11-30,4,18881000000.0,0.0
CCL,revenue,2019-11-30,4,20825000000.0,0.0
CCL,revenue,2020-11-30,4,5595000000.0,0.0
CCL,revenue,2021-11-30,4,1908000000.0,0.0
CCL,revenue,2022-11-30,4,12168000000.0,0.0
CCL,revenue,2023-11-30,4,21593000000.0,0.0
CCL,revenue,2024-11-30,4,25021000000.0,0.0
CCL,revenue,2025-11-30,4,26622000000.0,0.0
CCL,net_income,2011-11-30,4,1912000000.0,0.0
CCL,net_income,2012-11-30,4,1298000000.0,0.0
CCL,net_income,2013-11-30,4,1078000000.0,0.0
CCL,net_income,2014-11-30,4,1236000000.0,0.0
CCL,net_income,2015-11-30,4,1757000000.0,0.0
CCL,net_income,2016-11-30,4,2779000000.0,0.0
CCL,net_income,2017-11-30,4,2606000000.0,0.0
CCL,net_income,2018-11-30,4,3152000000.0,0.0
CCL,net_income,2019-11-30,4,2990000000.0,0.0
CCL,net_income,2020-11-30,4,-10236000000.0,0.0
CCL,net_income,2021-11-30,4,-9501000000.0,0.0
CCL,net_income,2022-11-30,4,-6093000000.0,0.0
CCL,net_income,2023-11-30,4,-74000000.0,0.0
CCL,net_income,2024-11-30,4,1916000000.0,0.0
CCL,net_income,2025-11-30,4,2760000000.0,0.0
CCL,ocf,2011-11-30,4,3766000000.0,0.0
CCL,ocf,2012-11-30,4,2999000000.0,0.0
CCL,ocf,2013-11-30,4,2834000000.0,0.0
CCL,ocf,2014-11-30,4,3430000000.0,0.0
CCL,ocf,2015-11-30,4,4545000000.0,0.0
CCL,ocf,2016-11-30,4,5134000000.0,0.0
CCL,ocf,2017-11-30,4,5322000000.0,0.0
CCL,ocf,2018-11-30,4,5549000000.0,0.0
CCL,ocf,2019-11-30,4,5475000000.0,0.0
CCL,ocf,2020-11-30,4,-6301000000.0,0.0
CCL,ocf,2021-11-30,4,-4109000000.0,0.0
CCL,ocf,2022-11-30,4,-1670000000.0,0.0
CCL,ocf,2023-11-30,4,4281000000.0,0.0
CCL,ocf,2024-11-30,4,5923000000.0,0.0
CCL,ocf,2025-11-30,4,6218000000.0,0.0
CHWY,revenue,2018-01-28,0,2104287000.0,
CHWY,revenue,2019-02-03,4,3532837000.0,0.0
CHWY,revenue,2020-02-02,4,4846743000.0,0.0
CHWY,revenue,2021-01-31,4,7146264000.0,0.0
CHWY,revenue,2022-01-30,4,8890773000.0,0.0
CHWY,revenue,2023-01-29,4,10098939000.0,0.0
CHWY,revenue,2024-01-28,4,11147720000.0,0.0
CHWY,revenue,2025-02-02,4,11861335000.0,0.0
CHWY,revenue,2026-02-01,4,12601500000.0,0.0
CHWY,net_income,2018-01-28,0,-338057000.0,
CHWY,net_income,2019-02-03,4,-267890000.0,0.0
CHWY,net_income,2020-02-02,4,-252370000.0,0.0
CHWY,net_income,2021-01-31,4,-92486000.0,0.0
CHWY,net_income,2022-01-30,4,-73817000.0,0.0
CHWY,net_income,2023-01-29,4,49232000.0,0.0
CHWY,net_income,2024-01-28,4,39580000.0,0.0
CHWY,net_income,2025-02-02,4,392738000.0,0.0
CHWY,net_income,2026-02-01,4,222800000.0,0.0
CHWY,ocf,2018-01-28,0,-79747000.0,
CHWY,ocf,2019-02-03,4,-13415000.0,0.0
CHWY,ocf,2020-02-02,4,46581000.0,0.0
CHWY,ocf,2021-01-31,4,132755000.0,0.0
CHWY,ocf,2022-01-30,4,191739000.0,0.0
CHWY,ocf,2023-01-29,4,349572000.0,0.0
CHWY,ocf,2024-01-28,4,486211000.0,0.0
CHWY,ocf,2025-02-02,4,596325000.0,0.0
CHWY,ocf,2026-02-01,4,691600000.0,0.0
CI,revenue,2016-12-31,0,39838000000.0,
CI,revenue,2017-12-31,4,41806000000.0,0.0
CI,revenue,2018-12-31,4,48650000000.0,0.0
CI,revenue,2019-12-31,4,153566000000.0,0.0
CI,revenue,2020-12-31,4,160401000000.0,0.0
CI,revenue,2021-12-31,4,174078000000.0,0.0
CI,revenue,2022-12-31,4,180516000000.0,0.0
CI,revenue,2023-12-31,4,195265000000.0,0.0
CI,revenue,2024-12-31,4,247121000000.0,0.0
CI,revenue,2025-12-31,4,274900000000.0,0.0
CI,net_income,2023-12-31,4,5164000000.0,0.0
CI,net_income,2024-12-31,4,3434000000.0,0.0
CI,net_income,2025-12-31,4,5957000000.0,0.0067147893234849754
CI,net_income,2016-12-31,0,1867000000.0,
CI,net_income,2017-12-31,4,2237000000.0,0.0
CI,net_income,2018-12-31,4,2637000000.0,0.0
CI,net_income,2019-12-31,4,5104000000.0,0.0
CI,net_income,2020-12-31,4,8458000000.0,0.0
CI,net_income,2021-12-31,4,5365000000.0,0.0
CI,net_income,2022-12-31,4,6668000000.0,0.0
CI,ocf,2016-12-31,0,4026000000.0,
CI,ocf,2017-12-31,0,4086000000.0,
CI,ocf,2018-12-31,4,3770000000.0,0.0
CI,ocf,2019-12-31,4,9485000000.0,0.0
CI,ocf,2020-12-31,4,10350000000.0,0.0
CI,ocf,2021-12-31,4,7191000000.0,0.0
CI,ocf,2022-12-31,4,8656000000.0,0.0
CI,ocf,2023-12-31,4,11813000000.0,0.0
CI,ocf,2024-12-31,4,10363000000.0,0.0
CI,ocf,2025-12-31,4,9601000000.0,0.0
CL,revenue,2011-12-31,4,16734000000.0,0.0
CL,revenue,2012-12-31,4,17085000000.0,0.0
CL,revenue,2013-12-31,4,17420000000.0,0.0
CL,revenue,2014-12-31,4,17277000000.0,0.0
CL,revenue,2015-12-31,4,16034000000.0,0.0
CL,revenue,2016-12-31,4,15195000000.0,0.0
CL,revenue,2017-12-31,4,15454000000.0,0.0
CL,revenue,2018-12-31,4,15544000000.0,0.0
CL,revenue,2019-12-31,4,15693000000.0,0.0
CL,revenue,2020-12-31,4,16471000000.0,0.0
CL,revenue,2021-12-31,4,17421000000.0,0.0
CL,revenue,2022-12-31,4,17967000000.0,0.0
CL,revenue,2023-12-31,4,19457000000.0,0.0
CL,revenue,2024-12-31,4,20101000000.0,0.0
CL,revenue,2025-12-31,4,20382000000.0,0.0
CL,net_income,2011-12-31,4,2431000000.0,0.0
CL,net_income,2012-12-31,4,2472000000.0,0.0
CL,net_income,2013-12-31,4,2241000000.0,0.0
CL,net_income,2014-12-31,4,2180000000.0,0.0
CL,net_income,2015-12-31,4,1384000000.0,0.0
CL,net_income,2016-12-31,4,2441000000.0,0.0
CL,net_income,2017-12-31,4,2024000000.0,0.0
CL,net_income,2018-12-31,4,2400000000.0,0.0
CL,net_income,2019-12-31,4,2367000000.0,0.0
CL,net_income,2020-12-31,4,2695000000.0,0.0
CL,net_income,2021-12-31,4,2166000000.0,0.0
CL,net_income,2022-12-31,4,1785000000.0,0.0
CL,net_income,2023-12-31,4,2300000000.0,0.0
CL,net_income,2024-12-31,4,2889000000.0,0.0
CL,net_income,2025-12-31,4,2132000000.0,0.0
CL,ocf,2011-12-31,4,2896000000.0,0.0
CL,ocf,2012-12-31,4,3196000000.0,0.0
CL,ocf,2013-12-31,4,3204000000.0,0.0
CL,ocf,2014-12-31,4,3298000000.0,0.0
CL,ocf,2015-12-31,4,2949000000.0,0.0
CL,ocf,2016-12-31,4,3141000000.0,0.0
CL,ocf,2017-12-31,4,3054000000.0,0.0
CL,ocf,2018-12-31,4,3056000000.0,0.0
CL,ocf,2019-12-31,4,3133000000.0,0.0
CL,ocf,2020-12-31,4,3719000000.0,0.0
CL,ocf,2021-12-31,4,3325000000.0,0.0
CL,ocf,2022-12-31,4,2556000000.0,0.0
CL,ocf,2023-12-31,4,3745000000.0,0.0
CL,ocf,2024-12-31,4,4107000000.0,0.0
CL,ocf,2025-12-31,4,4198000000.0,0.0
CMCSA,revenue,2011-12-31,4,55842000000.0,0.0
CMCSA,revenue,2012-12-31,4,62570000000.0,0.0
CMCSA,revenue,2013-12-31,4,64657000000.0,0.0
CMCSA,revenue,2014-12-31,4,68775000000.0,0.0
CMCSA,revenue,2015-12-31,4,74510000000.0,0.0
CMCSA,revenue,2016-12-31,4,80403000000.0,0.0
CMCSA,revenue,2017-12-31,4,84526000000.0,0.0
CMCSA,revenue,2018-12-31,4,94507000000.0,0.0
CMCSA,revenue,2019-12-31,4,108942000000.0,0.0
CMCSA,revenue,2020-12-31,4,103564000000.0,0.0
CMCSA,revenue,2021-12-31,4,116385000000.0,0.0
CMCSA,revenue,2022-12-31,4,121427000000.0,0.0
CMCSA,revenue,2023-12-31,4,121572000000.0,0.0
CMCSA,revenue,2024-12-31,4,123731000000.0,0.0
CMCSA,revenue,2025-12-31,4,123707000000.0,0.0
CMCSA,net_income,2011-12-31,4,4160000000.0,0.0
CMCSA,net_income,2012-12-31,4,6203000000.0,0.0
CMCSA,net_income,2013-12-31,4,6816000000.0,0.0
CMCSA,net_income,2014-12-31,4,8380000000.0,0.0
CMCSA,net_income,2015-12-31,4,8163000000.0,0.0
CMCSA,net_income,2016-12-31,4,8695000000.0,0.0
CMCSA,net_income,2017-12-31,4,22714000000.0,0.0
CMCSA,net_income,2018-12-31,4,11731000000.0,0.0
CMCSA,net_income,2019-12-31,4,13057000000.0,0.0
CMCSA,net_income,2020-12-31,4,10534000000.0,0.0
CMCSA,net_income,2021-12-31,4,14159000000.0,0.0
CMCSA,net_income,2022-12-31,4,5370000000.0,0.0
CMCSA,net_income,2023-12-31,4,15388000000.0,0.0
CMCSA,net_income,2024-12-31,4,16192000000.0,0.0
CMCSA,net_income,2025-12-31,4,19998000000.0,0.0
CMCSA,ocf,2011-12-31,4,14345000000.0,0.0
CMCSA,ocf,2012-12-31,4,14854000000.0,0.0
CMCSA,ocf,2013-12-31,4,14160000000.0,0.0
CMCSA,ocf,2014-12-31,4,16945000000.0,0.0
CMCSA,ocf,2015-12-31,4,18778000000.0,0.0
CMCSA,ocf,2016-12-31,4,19240000000.0,0.0
CMCSA,ocf,2017-12-31,4,21403000000.0,0.0
CMCSA,ocf,2018-12-31,4,24297000000.0,0.0
CMCSA,ocf,2019-12-31,4,25697000000.0,0.0
CMCSA,ocf,2020-12-31,4,24737000000.0,0.0
CMCSA,ocf,2021-12-31,4,29146000000.0,0.0
CMCSA,ocf,2022-12-31,4,26413000000.0,0.0
CMCSA,ocf,2023-12-31,4,28501000000.0,0.0
CMCSA,ocf,2024-12-31,4,27673000000.0,0.0
CMCSA,ocf,2025-12-31,4,33643000000.0,0.0
COIN,revenue,2019-12-31,0,533735000.0,
COIN,revenue,2020-12-31,4,1277481000.0,0.0
COIN,revenue,2021-12-31,4,7839444000.0,0.0
COIN,revenue,2022-12-31,4,3194208000.0,0.0
COIN,revenue,2023-12-31,4,3108383000.0,0.0
COIN,revenue,2024-12-31,4,6564028000.0,0.0
COIN,revenue,2025-12-31,4,7181325000.0,0.0
COIN,net_income,2019-12-31,0,-30387000.0,
COIN,net_income,2020-12-31,4,322317000.0,0.0
COIN,net_income,2021-12-31,4,3624120000.0,0.0
