t,item,fy_end,n_q,fy,err
JNJ,ocf,2025-12-28,4,24530000000.0,0.0
JPM,revenue,2011-12-31,4,97234000000.0,0.0
JPM,revenue,2012-12-31,4,97031000000.0,0.0
JPM,revenue,2013-12-31,4,96606000000.0,0.0
JPM,revenue,2014-12-31,4,94205000000.0,0.0
JPM,revenue,2015-12-31,4,93543000000.0,0.0
JPM,revenue,2016-12-31,4,95668000000.0,0.0
JPM,revenue,2017-12-31,4,99624000000.0,0.0
JPM,revenue,2018-12-31,4,109029000000.0,0.0
JPM,revenue,2019-12-31,4,115627000000.0,0.0
JPM,revenue,2020-12-31,4,119543000000.0,0.0
JPM,revenue,2021-12-31,4,121649000000.0,0.0
JPM,revenue,2022-12-31,4,128695000000.0,0.0
JPM,revenue,2023-12-31,4,158104000000.0,0.0
JPM,revenue,2024-12-31,4,177556000000.0,0.0
JPM,revenue,2025-12-31,4,182447000000.0,0.0
JPM,net_income,2011-12-31,4,18976000000.0,0.0
JPM,net_income,2012-12-31,4,21284000000.0,0.0
JPM,net_income,2013-12-31,4,17923000000.0,0.0
JPM,net_income,2014-12-31,4,21762000000.0,0.0
JPM,net_income,2015-12-31,4,24442000000.0,0.0
JPM,net_income,2016-12-31,4,24733000000.0,0.0
JPM,net_income,2017-12-31,4,24441000000.0,0.0
JPM,net_income,2018-12-31,4,32474000000.0,0.0
JPM,net_income,2019-12-31,4,36431000000.0,0.0
JPM,net_income,2020-12-31,4,29131000000.0,0.0
JPM,net_income,2021-12-31,4,48334000000.0,0.0
JPM,net_income,2022-12-31,4,37676000000.0,0.0
JPM,net_income,2023-12-31,4,49552000000.0,0.0
JPM,net_income,2024-12-31,4,58471000000.0,0.0
JPM,net_income,2025-12-31,4,57048000000.0,0.0
JPM,ocf,2011-12-31,4,95932000000.0,0.0
JPM,ocf,2012-12-31,4,25079000000.0,0.0
JPM,ocf,2013-12-31,4,107953000000.0,0.0
JPM,ocf,2014-12-31,4,36593000000.0,0.0
JPM,ocf,2015-12-31,4,73466000000.0,0.0
JPM,ocf,2016-12-31,4,20196000000.0,0.0
JPM,ocf,2017-12-31,4,-2501000000.0,0.0
JPM,ocf,2018-12-31,4,14187000000.0,0.0
JPM,ocf,2019-12-31,4,6046000000.0,0.0
JPM,ocf,2020-12-31,4,-79910000000.0,0.0
JPM,ocf,2021-12-31,4,78084000000.0,0.0
JPM,ocf,2022-12-31,4,107119000000.0,0.0
JPM,ocf,2023-12-31,4,12974000000.0,0.0
JPM,ocf,2024-12-31,4,-42012000000.0,0.0
JPM,ocf,2025-12-31,4,-147782000000.0,0.0
KHC,revenue,2016-12-31,0,26300000000.0,
KHC,revenue,2017-12-30,4,26076000000.0,0.00019174720049087282
KHC,revenue,2018-12-29,4,26268000000.0,0.00015227653418608191
KHC,revenue,2019-12-28,4,24977000000.0,0.0
KHC,revenue,2020-12-26,4,26185000000.0,0.0
KHC,revenue,2021-12-25,4,26042000000.0,0.0
KHC,revenue,2022-12-31,4,26485000000.0,0.0
KHC,revenue,2023-12-30,4,26640000000.0,0.0
KHC,revenue,2024-12-28,4,25846000000.0,0.0
KHC,revenue,2025-12-27,4,24942000000.0,0.0
KHC,net_income,2014-12-28,4,657000000.0,0.547945205479452
KHC,net_income,2016-01-03,4,634000000.0,0.8517350157728707
KHC,net_income,2016-12-31,4,3632000000.0,0.0
KHC,net_income,2017-12-30,4,10999000000.0,0.0
KHC,net_income,2018-12-29,4,-10192000000.0,0.0
KHC,net_income,2019-12-28,4,1935000000.0,0.0
KHC,net_income,2020-12-26,4,356000000.0,0.0
KHC,net_income,2021-12-25,4,1012000000.0,0.0
KHC,net_income,2022-12-31,4,2363000000.0,0.0
KHC,net_income,2023-12-30,4,2855000000.0,0.0
KHC,net_income,2024-12-28,4,2744000000.0,0.0
KHC,net_income,2025-12-27,4,-5846000000.0,0.0
KHC,ocf,2014-12-28,2,2140000000.0,
KHC,ocf,2016-01-03,4,2467000000.0,0.0
KHC,ocf,2016-12-31,4,5238000000.0,0.0
KHC,ocf,2017-12-30,4,527000000.0,0.0
KHC,ocf,2018-12-29,4,2574000000.0,0.0
KHC,ocf,2019-12-28,4,3552000000.0,0.0
KHC,ocf,2020-12-26,4,4929000000.0,0.0
KHC,ocf,2021-12-25,4,5364000000.0,0.0
KHC,ocf,2022-12-31,4,2469000000.0,0.0
KHC,ocf,2023-12-30,4,3976000000.0,0.0
KHC,ocf,2024-12-28,4,4184000000.0,0.0
KHC,ocf,2025-12-27,4,4462000000.0,0.0
KLAC,revenue,2017-06-30,4,3480014000.0,0.0
KLAC,revenue,2018-06-30,4,4036701000.0,0.0
KLAC,revenue,2019-06-30,4,4568904000.0,0.0
KLAC,revenue,2020-06-30,4,5806424000.0,0.0
KLAC,revenue,2021-06-30,4,6918734000.0,0.0
KLAC,revenue,2022-06-30,4,9211883000.0,0.0
KLAC,revenue,2023-06-30,4,10496056000.0,0.0
KLAC,revenue,2024-06-30,4,9812247000.0,0.0
KLAC,revenue,2025-06-30,4,12156162000.0,0.0
KLAC,revenue,2026-06-30,4,13579476000.0,0.0
KLAC,revenue,2011-06-30,4,3175167000.0,0.0
KLAC,revenue,2012-06-30,4,3171944000.0,0.0
KLAC,revenue,2013-06-30,4,2842781000.0,0.0
KLAC,revenue,2014-06-30,4,2929408000.0,0.0
KLAC,revenue,2015-06-30,4,2814049000.0,0.0
KLAC,revenue,2016-06-30,4,2984493000.0,0.0
KLAC,net_income,2011-06-30,4,794488000.0,0.0
KLAC,net_income,2012-06-30,4,756015000.0,0.0
KLAC,net_income,2013-06-30,4,543149000.0,0.0
KLAC,net_income,2014-06-30,4,582755000.0,0.0
KLAC,net_income,2015-06-30,4,366158000.0,0.0
KLAC,net_income,2016-06-30,4,704422000.0,0.0
KLAC,net_income,2017-06-30,4,926076000.0,0.0
KLAC,net_income,2018-06-30,4,802265000.0,0.0
KLAC,net_income,2019-06-30,4,1175617000.0,0.0
KLAC,net_income,2020-06-30,4,1216785000.0,0.0
KLAC,net_income,2021-06-30,4,2078292000.0,0.0
KLAC,net_income,2022-06-30,4,3321807000.0,0.0
KLAC,net_income,2023-06-30,4,3387277000.0,0.0
KLAC,net_income,2024-06-30,4,2761896000.0,0.0
KLAC,net_income,2025-06-30,4,4061643000.0,0.0
KLAC,net_income,2026-06-30,4,4830771000.0,0.0
KLAC,ocf,2011-06-30,4,823166000.0,0.0
KLAC,ocf,2012-06-30,4,941617000.0,0.0
KLAC,ocf,2013-06-30,4,913188000.0,0.0
KLAC,ocf,2014-06-30,4,778886000.0,0.0
KLAC,ocf,2015-06-30,4,605906000.0,0.0
KLAC,ocf,2016-06-30,4,759696000.0,0.0
KLAC,ocf,2017-06-30,4,1079665000.0,0.0
KLAC,ocf,2018-06-30,4,1229120000.0,0.0
KLAC,ocf,2019-06-30,4,1152632000.0,0.0
KLAC,ocf,2020-06-30,4,1778850000.0,0.0
KLAC,ocf,2021-06-30,4,2185026000.0,0.0
KLAC,ocf,2022-06-30,4,3312702000.0,0.0
KLAC,ocf,2023-06-30,4,3669805000.0,0.0
KLAC,ocf,2024-06-30,4,3308575000.0,0.0
KLAC,ocf,2025-06-30,4,4081903000.0,0.0
KLAC,ocf,2026-06-30,4,4143079000.0,0.0
KMB,revenue,2017-12-31,4,18259000000.0,0.0
KMB,revenue,2018-12-31,4,18486000000.0,0.0
KMB,revenue,2019-12-31,4,18450000000.0,0.0
KMB,revenue,2020-12-31,4,19140000000.0,0.0
KMB,revenue,2021-12-31,4,19440000000.0,0.0
KMB,revenue,2022-12-31,4,20175000000.0,0.0
KMB,revenue,2023-12-31,4,20431000000.0,0.0
KMB,revenue,2024-12-31,4,20058000000.0,0.0
KMB,revenue,2025-12-31,4,16447000000.0,0.0
KMB,revenue,2011-12-31,4,20846000000.0,0.0
KMB,revenue,2012-12-31,4,21063000000.0,0.0
KMB,revenue,2013-12-31,4,21152000000.0,0.0
KMB,revenue,2014-12-31,4,19724000000.0,0.0
KMB,revenue,2015-12-31,4,18591000000.0,0.0
KMB,revenue,2016-12-31,4,18202000000.0,0.0
KMB,net_income,2011-12-31,4,1591000000.0,0.0
KMB,net_income,2012-12-31,4,1750000000.0,0.0
KMB,net_income,2013-12-31,4,2142000000.0,0.0
KMB,net_income,2014-12-31,4,1526000000.0,0.0
KMB,net_income,2015-12-31,4,1013000000.0,0.0
KMB,net_income,2016-12-31,4,2166000000.0,0.0
KMB,net_income,2017-12-31,4,2278000000.0,0.0
KMB,net_income,2018-12-31,4,1410000000.0,0.0
KMB,net_income,2019-12-31,4,2157000000.0,0.0
KMB,net_income,2020-12-31,4,2352000000.0,0.0
KMB,net_income,2021-12-31,4,1814000000.0,0.0
KMB,net_income,2022-12-31,4,1934000000.0,0.0
KMB,net_income,2023-12-31,4,1764000000.0,0.0
KMB,net_income,2024-12-31,4,2545000000.0,0.0
KMB,net_income,2025-12-31,4,2021000000.0,0.0
KMB,ocf,2011-12-31,4,2288000000.0,0.0
KMB,ocf,2012-12-31,4,3288000000.0,0.0
KMB,ocf,2015-12-31,4,2306000000.0,0.0
KMB,ocf,2016-12-31,4,3232000000.0,0.0
KMB,ocf,2017-12-31,4,2929000000.0,0.0
KMB,ocf,2018-12-31,4,2970000000.0,0.0
KMB,ocf,2019-12-31,4,2736000000.0,0.0
KMB,ocf,2020-12-31,4,3729000000.0,0.0
KMB,ocf,2021-12-31,4,2730000000.0,0.0
KMB,ocf,2022-12-31,4,2733000000.0,0.0
KMB,ocf,2023-12-31,4,3542000000.0,0.0
KMB,ocf,2024-12-31,4,3234000000.0,0.0
KMB,ocf,2025-12-31,4,2777000000.0,0.0
KMB,ocf,2013-12-31,4,3040000000.0,0.0
KMB,ocf,2014-12-31,4,2845000000.0,0.0
KO,revenue,2016-12-31,0,41863000000.0,
KO,revenue,2017-12-31,2,35410000000.0,
KO,revenue,2018-12-31,4,31856000000.0,0.03660220994475138
KO,revenue,2019-12-31,4,37266000000.0,0.0
KO,revenue,2020-12-31,4,33014000000.0,0.0
KO,revenue,2021-12-31,4,38655000000.0,0.0
KO,revenue,2022-12-31,4,43004000000.0,0.0
KO,revenue,2023-12-31,4,45754000000.0,0.0
KO,revenue,2024-12-31,4,47061000000.0,0.0
KO,revenue,2025-12-31,4,47941000000.0,0.0
KO,net_income,2011-12-31,4,8572000000.0,0.0
KO,net_income,2012-12-31,4,9019000000.0,0.0
KO,net_income,2013-12-31,4,8584000000.0,0.0
KO,net_income,2014-12-31,4,7098000000.0,0.0
KO,net_income,2015-12-31,4,7351000000.0,0.0
KO,net_income,2016-12-31,4,6527000000.0,0.0
KO,net_income,2017-12-31,4,1248000000.0,0.0
KO,net_income,2018-12-31,4,6434000000.0,0.0
KO,net_income,2019-12-31,4,8920000000.0,0.0
KO,net_income,2020-12-31,4,7747000000.0,0.0
KO,net_income,2021-12-31,4,9771000000.0,0.0
KO,net_income,2022-12-31,4,9542000000.0,0.0
KO,net_income,2023-12-31,4,10714000000.0,0.0
KO,net_income,2024-12-31,4,10631000000.0,0.0
KO,net_income,2025-12-31,4,13107000000.0,0.0
KO,ocf,2011-12-31,4,9474000000.0,0.0
KO,ocf,2012-12-31,4,10645000000.0,0.0
KO,ocf,2013-12-31,4,10542000000.0,0.0
KO,ocf,2014-12-31,4,10615000000.0,0.0
KO,ocf,2015-12-31,4,10528000000.0,0.0
KO,ocf,2016-12-31,4,8796000000.0,0.0
KO,ocf,2017-12-31,4,6995000000.0,0.0
KO,ocf,2018-12-31,4,7320000000.0,0.028688524590163935
KO,ocf,2019-12-31,4,10471000000.0,0.0
KO,ocf,2020-12-31,4,9844000000.0,0.0
KO,ocf,2021-12-31,4,12625000000.0,0.0
KO,ocf,2022-12-31,4,11018000000.0,0.0
KO,ocf,2023-12-31,4,11599000000.0,0.0
KO,ocf,2024-12-31,4,6805000000.0,0.0
KO,ocf,2025-12-31,4,7408000000.0,0.0
KR,revenue,2017-01-28,0,115337000000.0,
KR,revenue,2018-02-03,4,122662000000.0,0.0
KR,revenue,2019-02-02,4,121162000000.0,0.0
KR,revenue,2020-02-01,4,122286000000.0,0.0
KR,revenue,2021-01-30,4,132498000000.0,0.0
KR,revenue,2022-01-29,4,137888000000.0,0.0
KR,revenue,2023-01-28,4,148258000000.0,0.0
KR,revenue,2024-02-03,4,150039000000.0,0.0
KR,revenue,2025-02-01,4,147123000000.0,0.0
KR,revenue,2026-01-31,4,147642000000.0,0.0
KR,net_income,2011-01-29,4,1116000000.0,0.0
KR,net_income,2012-01-28,4,602000000.0,0.0
KR,net_income,2013-02-02,4,1497000000.0,0.0
KR,net_income,2014-02-01,4,1519000000.0,0.0
KR,net_income,2015-01-31,4,1728000000.0,0.0
KR,net_income,2016-01-30,4,2039000000.0,0.0
KR,net_income,2017-01-28,4,1975000000.0,0.0
KR,net_income,2018-02-03,4,1907000000.0,0.0
KR,net_income,2019-02-02,4,3110000000.0,0.0
KR,net_income,2020-02-01,4,1659000000.0,0.0
KR,net_income,2021-01-30,4,2585000000.0,0.0
KR,net_income,2022-01-29,4,1655000000.0,0.0
KR,net_income,2023-01-28,4,2244000000.0,0.0
KR,net_income,2024-02-03,4,2164000000.0,0.0
KR,net_income,2025-02-01,4,2665000000.0,0.0
KR,net_income,2026-01-31,4,1016000000.0,0.0
KR,ocf,2011-01-29,4,3366000000.0,0.0
KR,ocf,2016-01-30,4,4833000000.0,0.0
KR,ocf,2017-01-28,4,4272000000.0,0.0
KR,ocf,2018-02-03,4,3413000000.0,0.0
KR,ocf,2019-02-02,4,4164000000.0,0.0
KR,ocf,2020-02-01,4,4664000000.0,0.0
KR,ocf,2021-01-30,4,6815000000.0,0.0
KR,ocf,2022-01-29,4,6190000000.0,0.0
KR,ocf,2023-01-28,4,4498000000.0,0.0
KR,ocf,2024-02-03,4,6788000000.0,0.0
KR,ocf,2025-02-01,4,5794000000.0,0.0
KR,ocf,2026-01-31,4,7311000000.0,0.0
KR,ocf,2012-01-28,4,2658000000.0,0.0
KR,ocf,2013-02-02,4,2833000000.0,0.0
KR,ocf,2014-02-01,4,3380000000.0,0.0
KR,ocf,2015-01-31,4,4163000000.0,0.0
LIN,revenue,2016-12-31,0,10534000000.0,
LIN,revenue,2017-12-31,4,11437000000.0,0.0
LIN,revenue,2018-12-31,4,14900000000.0,0.0
LIN,revenue,2019-12-31,4,28228000000.0,0.0
LIN,revenue,2020-12-31,4,27243000000.0,0.0
LIN,revenue,2021-12-31,4,30793000000.0,0.0
LIN,revenue,2022-12-31,4,33364000000.0,0.0
LIN,revenue,2023-12-31,4,32854000000.0,0.0
LIN,revenue,2024-12-31,4,33005000000.0,0.0
LIN,revenue,2025-12-31,4,33986000000.0,0.0
LIN,net_income,2016-12-31,0,1500000000.0,
LIN,net_income,2017-12-31,4,1247000000.0,0.6895610633520449
LIN,net_income,2018-12-31,4,4381000000.0,0.21612488313170508
LIN,net_income,2019-12-31,4,2285000000.0,0.0
LIN,net_income,2020-12-31,4,2501000000.0,0.0
LIN,net_income,2021-12-31,4,3826000000.0,0.0
LIN,net_income,2022-12-31,4,4147000000.0,0.0
LIN,net_income,2023-12-31,4,6199000000.0,0.0
LIN,net_income,2024-12-31,4,6565000000.0,0.0
LIN,net_income,2025-12-31,4,6898000000.0,0.0
LIN,ocf,2020-12-31,4,7429000000.0,0.0
LIN,ocf,2021-12-31,4,9725000000.0,0.0
LIN,ocf,2022-12-31,4,8864000000.0,0.0
LIN,ocf,2023-12-31,4,9305000000.0,0.0
LIN,ocf,2024-12-31,4,9423000000.0,0.0
LIN,ocf,2025-12-31,4,10350000000.0,0.0
LIN,ocf,2016-12-31,0,2789000000.0,
LIN,ocf,2017-12-31,0,3041000000.0,
LIN,ocf,2018-12-31,4,3654000000.0,0.0
LIN,ocf,2019-12-31,4,6119000000.0,0.0
LLY,revenue,2011-12-31,4,24286500000.0,0.0
LLY,revenue,2012-12-31,4,22603400000.0,0.0
LLY,revenue,2013-12-31,4,23113100000.0,0.0
LLY,revenue,2014-12-31,4,19615600000.0,0.0
LLY,revenue,2015-12-31,4,19958700000.0,0.0
LLY,revenue,2016-12-31,4,21222100000.0,0.0
LLY,revenue,2017-12-31,4,22871300000.0,0.0
LLY,revenue,2018-12-31,4,24555700000.0,0.0
LLY,revenue,2019-12-31,4,22319500000.0,0.0
LLY,revenue,2020-12-31,4,24539800000.0,0.0
LLY,revenue,2021-12-31,4,28318400000.0,0.0
LLY,revenue,2022-12-31,4,28541400000.0,0.0
LLY,revenue,2023-12-31,4,34124100000.0,0.0
LLY,revenue,2024-12-31,4,45042700000.0,0.0
LLY,revenue,2025-12-31,4,65179000000.0,0.0
LLY,net_income,2011-12-31,4,4347700000.0,0.0
LLY,net_income,2012-12-31,4,4088600000.0,0.0
LLY,net_income,2013-12-31,4,4684800000.0,0.0
LLY,net_income,2014-12-31,4,2390500000.0,0.0
LLY,net_income,2015-12-31,4,2408400000.0,0.0
LLY,net_income,2016-12-31,4,2737600000.0,0.0
LLY,net_income,2017-12-31,4,-204100000.0,0.0
LLY,net_income,2018-12-31,4,3232000000.0,0.0
LLY,net_income,2019-12-31,4,8318400000.0,0.0
LLY,net_income,2020-12-31,4,6193700000.0,0.0
LLY,net_income,2021-12-31,4,5581700000.0,0.0
LLY,net_income,2022-12-31,4,6244800000.0,0.0
LLY,net_income,2023-12-31,4,5240400000.0,0.0
LLY,net_income,2024-12-31,4,10590000000.0,0.0
LLY,net_income,2025-12-31,4,20640000000.0,0.0
LLY,ocf,2011-12-31,4,7234500000.0,0.0
LLY,ocf,2012-12-31,4,5304800000.0,0.0
LLY,ocf,2013-12-31,4,5735000000.0,0.0
LLY,ocf,2014-12-31,4,4367100000.0,0.0
LLY,ocf,2015-12-31,4,2772800000.0,0.0
LLY,ocf,2016-12-31,4,4851000000.0,0.0
LLY,ocf,2017-12-31,4,5615600000.0,0.0
LLY,ocf,2018-12-31,4,5524500000.0,0.0
LLY,ocf,2019-12-31,4,4836600000.0,0.0
LLY,ocf,2020-12-31,4,6499600000.0,0.0
LLY,ocf,2021-12-31,4,7260700000.0,0.0
LLY,ocf,2022-12-31,4,7084400000.0,0.0
LLY,ocf,2023-12-31,4,4240100000.0,0.0
LLY,ocf,2024-12-31,4,8817900000.0,0.0
LLY,ocf,2025-12-31,4,16813000000.0,0.0
LMT,revenue,2016-12-31,4,47248000000.0,0.0
LMT,revenue,2017-12-31,4,51048000000.0,0.0
LMT,revenue,2018-12-31,4,53762000000.0,0.0
LMT,revenue,2019-12-31,4,59812000000.0,0.0
LMT,revenue,2020-12-31,4,65398000000.0,0.0
LMT,revenue,2021-12-31,4,67044000000.0,0.0
LMT,revenue,2022-12-31,4,65984000000.0,0.0
LMT,revenue,2023-12-31,4,67571000000.0,0.0
LMT,revenue,2024-12-31,4,71043000000.0,0.0
LMT,revenue,2025-12-31,4,75048000000.0,0.0
LMT,revenue,2011-12-31,4,46499000000.0,0.0
LMT,revenue,2012-12-31,4,47182000000.0,0.0
LMT,revenue,2013-12-31,4,45358000000.0,0.0
LMT,revenue,2014-12-31,4,45600000000.0,0.0
LMT,revenue,2015-12-31,4,46132000000.0,0.0
LMT,net_income,2011-12-31,4,2655000000.0,0.0
LMT,net_income,2012-12-31,4,2745000000.0,0.0
LMT,net_income,2013-12-31,4,2981000000.0,0.0
LMT,net_income,2014-12-31,4,3614000000.0,0.0
LMT,net_income,2015-12-31,4,3605000000.0,0.0
LMT,net_income,2016-12-31,4,5302000000.0,0.0
LMT,net_income,2017-12-31,4,2002000000.0,0.0
LMT,net_income,2018-12-31,4,5046000000.0,0.0
LMT,net_income,2019-12-31,4,6230000000.0,0.0
LMT,net_income,2020-12-31,4,6833000000.0,0.0
LMT,net_income,2021-12-31,4,6315000000.0,0.0
LMT,net_income,2022-12-31,4,5732000000.0,0.0
LMT,net_income,2023-12-31,4,6920000000.0,0.0
LMT,net_income,2024-12-31,4,5336000000.0,0.0
LMT,net_income,2025-12-31,4,5017000000.0,0.0
LMT,ocf,2011-12-31,4,4253000000.0,0.0
LMT,ocf,2012-12-31,4,1561000000.0,0.0
LMT,ocf,2013-12-31,4,4546000000.0,0.0
LMT,ocf,2014-12-31,4,3866000000.0,0.0
LMT,ocf,2015-12-31,4,5101000000.0,0.0
LMT,ocf,2016-12-31,4,5189000000.0,0.0
LMT,ocf,2017-12-31,4,6476000000.0,0.0
LMT,ocf,2018-12-31,4,3138000000.0,0.0
LMT,ocf,2019-12-31,4,7311000000.0,0.0
LMT,ocf,2020-12-31,4,8183000000.0,0.0
LMT,ocf,2021-12-31,4,9221000000.0,0.0
LMT,ocf,2022-12-31,4,7802000000.0,0.0
LMT,ocf,2023-12-31,4,7920000000.0,0.0
LMT,ocf,2024-12-31,4,6972000000.0,0.0
LMT,ocf,2025-12-31,4,8557000000.0,0.0
LOW,revenue,2017-02-03,4,65017000000.0,0.0
LOW,revenue,2018-02-02,4,68619000000.0,0.0
LOW,revenue,2019-02-01,4,71309000000.0,1.4023475297648262e-05
LOW,revenue,2020-01-31,4,72148000000.0,0.0
LOW,revenue,2021-01-29,4,89597000000.0,0.0
LOW,revenue,2022-01-28,4,96250000000.0,0.0
LOW,revenue,2023-02-03,4,97059000000.0,0.0
LOW,revenue,2024-02-02,4,86377000000.0,0.0
LOW,revenue,2025-01-31,4,83674000000.0,0.0
LOW,revenue,2026-01-30,4,86286000000.0,0.0
LOW,revenue,2011-01-28,4,48815000000.0,0.0
LOW,revenue,2012-02-03,4,50208000000.0,0.0
LOW,revenue,2013-02-01,4,50521000000.0,0.0
LOW,revenue,2014-01-31,4,53417000000.0,0.0
LOW,revenue,2015-01-30,4,56223000000.0,0.0
LOW,revenue,2016-01-29,4,59074000000.0,0.0
LOW,net_income,2013-02-01,4,1959000000.0,0.0
LOW,net_income,2014-01-31,4,2286000000.0,0.0
LOW,net_income,2015-01-30,4,2698000000.0,0.0
LOW,net_income,2016-01-29,4,2546000000.0,0.0
LOW,net_income,2017-02-03,4,3091000000.0,0.0
LOW,net_income,2018-02-02,4,3447000000.0,0.0
LOW,net_income,2019-02-01,4,2314000000.0,0.0
LOW,net_income,2020-01-31,4,4281000000.0,0.0
LOW,net_income,2021-01-29,4,5835000000.0,0.0
LOW,net_income,2022-01-28,4,8442000000.0,0.0
LOW,net_income,2023-02-03,4,6437000000.0,0.0
LOW,net_income,2024-02-02,4,7726000000.0,0.0
LOW,net_income,2025-01-31,4,6957000000.0,0.0
LOW,net_income,2026-01-30,4,6654000000.0,0.0
LOW,net_income,2011-01-28,4,2010000000.0,0.0
LOW,net_income,2012-02-03,4,1839000000.0,0.0
LOW,ocf,2011-01-28,4,3852000000.0,0.0
LOW,ocf,2012-02-03,4,4349000000.0,0.0
LOW,ocf,2013-02-01,4,3762000000.0,0.0
LOW,ocf,2016-01-29,4,4784000000.0,0.0
LOW,ocf,2017-02-03,4,5617000000.0,0.0
LOW,ocf,2018-02-02,4,5065000000.0,0.0
LOW,ocf,2019-02-01,4,6193000000.0,0.0
LOW,ocf,2020-01-31,4,4296000000.0,0.0
LOW,ocf,2021-01-29,4,11049000000.0,0.0
LOW,ocf,2022-01-28,4,10113000000.0,0.0
LOW,ocf,2023-02-03,4,8589000000.0,0.0
LOW,ocf,2024-02-02,4,8140000000.0,0.0
LOW,ocf,2025-01-31,4,9625000000.0,0.0
LOW,ocf,2026-01-30,4,9864000000.0,0.0
LOW,ocf,2014-01-31,4,4111000000.0,0.0
LOW,ocf,2015-01-30,4,4929000000.0,0.0
LRCX,revenue,2011-06-26,4,3237693000.0,0.0
LRCX,revenue,2017-06-25,4,8013620000.0,0.0
LRCX,revenue,2018-06-24,4,11076998000.0,0.0
LRCX,revenue,2019-06-30,4,9653559000.0,0.0
LRCX,revenue,2020-06-28,4,10044736000.0,0.0
LRCX,revenue,2021-06-27,4,14626150000.0,0.0
LRCX,revenue,2022-06-26,4,17227039000.0,0.0
LRCX,revenue,2023-06-25,4,17428516000.0,0.0
LRCX,revenue,2024-06-30,4,14905386000.0,0.0
LRCX,revenue,2025-06-29,4,18435591000.0,0.0
LRCX,revenue,2026-06-28,4,23232690000.0,0.0
LRCX,revenue,2012-06-24,4,2665192000.0,0.0
LRCX,revenue,2013-06-30,4,3598916000.0,0.0
LRCX,revenue,2014-06-29,4,4607309000.0,0.0
LRCX,revenue,2015-06-28,4,5259312000.0,0.0
LRCX,revenue,2016-06-26,4,5885893000.0,0.0
LRCX,net_income,2011-06-26,4,723748000.0,0.0
LRCX,net_income,2012-06-24,4,168723000.0,0.0
LRCX,net_income,2013-06-30,4,113879000.0,0.0
LRCX,net_income,2014-06-29,4,632289000.0,0.0
LRCX,net_income,2015-06-28,4,655577000.0,0.0
LRCX,net_income,2016-06-26,4,914049000.0,0.0
LRCX,net_income,2017-06-25,4,1697763000.0,0.0
LRCX,net_income,2018-06-24,4,2380681000.0,0.0
LRCX,net_income,2019-06-30,4,2191430000.0,0.0
LRCX,net_income,2020-06-28,4,2251753000.0,0.0
LRCX,net_income,2021-06-27,4,3908458000.0,0.0
LRCX,net_income,2022-06-26,4,4605286000.0,0.0
LRCX,net_income,2023-06-25,4,4510931000.0,0.0
LRCX,net_income,2024-06-30,4,3827772000.0,0.0
LRCX,net_income,2025-06-29,4,5358217000.0,0.0
LRCX,net_income,2026-06-28,4,7265396000.0,0.0
LRCX,ocf,2011-06-26,4,881028000.0,0.0
LRCX,ocf,2012-06-24,4,499028000.0,0.0
LRCX,ocf,2013-06-30,4,719933000.0,0.0
LRCX,ocf,2017-06-25,4,2029282000.0,0.0
LRCX,ocf,2018-06-24,4,2655747000.0,0.0
LRCX,ocf,2019-06-30,4,3176013000.0,0.0
LRCX,ocf,2020-06-28,4,2126451000.0,0.0
LRCX,ocf,2021-06-27,4,3588163000.0,0.0
LRCX,ocf,2022-06-26,4,3099674000.0,0.0
LRCX,ocf,2023-06-25,4,5178938000.0,0.0
LRCX,ocf,2024-06-30,4,4652269000.0,0.0
LRCX,ocf,2025-06-29,4,6173264000.0,0.0
LRCX,ocf,2026-06-28,4,5857657000.0,0.0
LRCX,ocf,2014-06-29,4,717049000.0,0.0
LRCX,ocf,2015-06-28,4,785503000.0,0.0
LRCX,ocf,2016-06-26,4,1350277000.0,0.0
LUV,revenue,2011-12-31,4,15658000000.0,0.0
LUV,revenue,2012-12-31,4,17088000000.0,0.0
LUV,revenue,2013-12-31,4,17699000000.0,0.0
LUV,revenue,2014-12-31,4,18605000000.0,0.0
LUV,revenue,2015-12-31,4,19820000000.0,0.0
LUV,revenue,2016-12-31,4,20425000000.0,0.0
LUV,revenue,2017-12-31,4,21171000000.0,0.0
LUV,revenue,2018-12-31,4,21965000000.0,0.0
LUV,revenue,2019-12-31,4,22428000000.0,4.4587123238808635e-05
LUV,revenue,2020-12-31,4,9048000000.0,0.0
LUV,revenue,2021-12-31,4,15790000000.0,0.0
LUV,revenue,2022-12-31,4,23814000000.0,0.0
LUV,revenue,2023-12-31,4,26091000000.0,0.0
LUV,revenue,2024-12-31,4,27483000000.0,0.0
LUV,revenue,2025-12-31,4,28063000000.0,0.0
LUV,net_income,2011-12-31,4,178000000.0,0.0
LUV,net_income,2012-12-31,4,421000000.0,0.0
LUV,net_income,2013-12-31,4,754000000.0,0.0
LUV,net_income,2014-12-31,4,1136000000.0,0.0
LUV,net_income,2015-12-31,4,2181000000.0,0.0
LUV,net_income,2016-12-31,4,2244000000.0,0.0
LUV,net_income,2017-12-31,4,3488000000.0,0.0
LUV,net_income,2018-12-31,4,2465000000.0,0.0
LUV,net_income,2019-12-31,4,2300000000.0,0.0
LUV,net_income,2020-12-31,4,-3074000000.0,0.0
LUV,net_income,2021-12-31,4,977000000.0,0.0
LUV,net_income,2022-12-31,4,539000000.0,0.0
