date,ticker,universe,score,quality,value,timing,n_flags,rank,quintile,n_eligible,fwd63,fwd252,spy63,spy252,x63,x252,e63,e252
2013-04-01,BKNG,top100,82.37091485861603,93.92808945440524,52.88637888615522,60.43976463301331,0,1,1,63,0.20836284241234426,0.7130763444214081,0.03949867285358977,0.22255570480150655,0.1688641695587545,0.49052063961990156,0.15425486641940392,0.4393167068070599
2013-04-01,MA,top100,72.97313672808757,90.74224021592443,20.999695142884853,52.53629548363503,0,2,1,63,0.08680917885609452,0.396558231723932,0.03949867285358977,0.22255570480150655,0.04731050600250475,0.17400252692242546,0.032701202863154165,0.12279859410958383
2013-04-01,KLAC,top100,72.26101157073893,69.88239830345094,81.1764705882353,71.0803864067621,0,3,1,63,0.07982902759444332,0.380256458608335,0.03949867285358977,0.22255570480150655,0.04033035474085356,0.15770075380682846,0.025721051601502974,0.10649682099398683
2013-04-01,GILD,top100,70.94708796384013,90.18989782147676,11.539269553975437,55.06305578011317,1,4,1,63,0.07649068464446795,0.4768672466936943,0.03949867285358977,0.22255570480150655,0.03699201179087819,0.25431154189218774,0.022382708651527604,0.2031076090793461
2013-04-01,QCOM,top100,70.69176889502216,77.96510507036824,56.469397475589425,48.2231585064652,0,5,1,63,-0.07124289851782828,0.21924400725480653,0.03949867285358977,0.22255570480150655,-0.11074157137141805,-0.003311697546700021,-0.12535087451076862,-0.054515630359541656
2013-04-01,ORCL,top100,69.92278633418975,67.13803740119529,79.09593938878012,71.06972275597036,0,6,1,63,-0.07096687163461002,0.2757249757373412,0.03949867285358977,0.22255570480150655,-0.11046554448819979,0.05316927093583468,-0.12507484762755036,0.0019653381229930433
2013-04-01,ABT,top100,69.15738320343284,64.52284557547716,95.37206685953069,49.16977928692701,0,7,1,63,-0.004169672167346206,0.11001972589833797,0.03949867285358977,0.22255570480150655,-0.04366834502093597,-0.11253597890316858,-0.058277648160286556,-0.1637399117160102
2013-04-01,ACN,top100,69.07322343751248,77.11008289955659,47.654291224686595,55.653071628855464,0,8,1,63,-0.03922818814647444,0.0763930699968205,0.03949867285358977,0.22255570480150655,-0.07872686100006421,-0.14616263480468605,-0.09333616413941478,-0.1973665676175277
2013-04-01,AMGN,top100,68.48447522884751,83.61095045305572,33.753731945453076,32.06063522617903,1,9,1,63,-0.04290280606472052,0.22747227879610787,0.03949867285358977,0.22255570480150655,-0.08240147891831029,0.004916573994601325,-0.09701078205766087,-0.04628735881824031
2013-04-01,IBM,top100,68.44426376810884,70.14362830152304,70.58823529411765,52.260768982191856,0,10,1,63,-0.0951280466725356,-0.07489404043996006,0.03949867285358977,0.22255570480150655,-0.13462671952612537,-0.2974497452414666,-0.14923602266547595,-0.34865367805430825
2013-04-01,INTU,top100,67.83715086184209,78.97917871602081,33.42015489581413,58.67694781464699,0,11,1,63,-0.027388455796981237,0.20685782606291814,0.03949867285358977,0.22255570480150655,-0.066887128650571,-0.01569787873858841,-0.08149643178992158,-0.06690181155143005
2013-04-01,TJX,top100,66.27480068268355,77.49084249084248,34.66386554621849,50.984378298501156,1,12,1,63,0.07920503823110292,0.3067477768754183,0.03949867285358977,0.22255570480150655,0.03970636537751315,0.08419207207391177,0.02509706223816257,0.03298813926107014
2013-04-01,DHR,top100,64.99475015718888,70.27954501638712,52.730524642289346,52.52963717260024,0,13,1,63,0.04751551551551536,0.2167447447447448,0.03949867285358977,0.22255570480150655,0.008016842661925594,-0.005810960056761738,-0.00659246047742499,-0.05701489286960337
2013-04-01,CMCSA,top100,64.8139320795373,72.86099865047234,42.939178388746804,52.23397346457293,0,14,2,63,-0.012787235396878094,0.2304743583396398,0.03949867285358977,0.22255570480150655,-0.05228590825046786,0.007918653538133258,-0.06689521138981844,-0.04328527927470838
2013-04-01,SBUX,top100,64.40662745198792,79.20859841912474,16.52884924461588,56.54838709677419,1,15,2,63,0.16868858758302685,0.30745549029294983,0.03949867285358977,0.22255570480150655,0.12918991472943708,0.08489978549144328,0.1145806115900865,0.033695852678601645
2013-04-01,TMUS,top100,63.64095930534256,55.026990553306334,81.76470588235296,87.69124741557545,0,16,2,63,0.29540324294518694,0.8038437458716492,0.03949867285358977,0.22255570480150655,0.25590457009159717,0.5812880410701426,0.2412952669522466,0.530084108257301
2013-04-01,GOOGL,top100,63.294946295543234,74.04954694428378,27.729138166894664,59.144358011656564,1,17,2,63,0.10820309353097546,0.39106682510271495,0.03949867285358977,0.22255570480150655,0.06870442067738569,0.1685111203012084,0.05409511753803511,0.11730718748836677
2013-04-01,PFE,top100,62.32132554873166,64.64333911702332,60.64705882352941,49.41576402109453,1,18,2,63,-0.028723859408020136,0.1504583111848672,0.03949867285358977,0.22255570480150655,-0.0682225322616099,-0.07209739361663936,-0.08283183540096048,-0.123301326429481
2013-04-01,UNP,top100,62.12942013766992,71.75534991324464,32.97540396402133,53.055944055944074,0,19,2,63,0.11422437752774539,0.3658603438691994,0.03949867285358977,0.22255570480150655,0.07472570467415562,0.14330463906769286,0.06011640153480504,0.09210070625485123
2013-04-01,COP,top100,61.24048822235344,51.360131096973205,99.41176470588235,54.06043513295729,2,20,2,63,0.022898811276599096,0.21244620781220136,0.03949867285358977,0.22255570480150655,-0.01659986157699067,-0.010109496989305189,-0.031209164716341255,-0.061313429802146824
2013-04-01,CB,top100,61.08990472088958,64.17389627915944,55.668994130189446,50.343784994400885,0,21,2,63,0.012063695616538084,0.14337316364469843,0.03949867285358977,0.22255570480150655,-0.027434977237051683,-0.07918254115680812,-0.04204428037640227,-0.13038647396964975
2013-04-01,LLY,top100,60.34020467093016,68.34297281665702,37.42106106747876,50.15911485774498,1,22,2,63,-0.10615381433538384,0.07863296572992517,0.03949867285358977,0.22255570480150655,-0.1456524871889736,-0.14392273907158137,-0.1602617903283242,-0.195126671884423
2013-04-01,UNH,top100,59.869839190574226,65.07422402159244,58.6593707250342,25.86008230452675,0,23,2,63,0.11784171630080809,0.4121792059662206,0.03949867285358977,0.22255570480150655,0.07834304344721832,0.18962350116471405,0.06373374030786774,0.1384195683518724
2013-04-01,CSCO,top100,59.446554902840475,57.4146905725853,66.54932839277444,59.46405823475889,0,24,2,63,0.18624185268500892,0.10905866066793557,0.03949867285358977,0.22255570480150655,0.14674317983141916,-0.11349704413357098,0.13213387669206858,-0.1647009769464126
2013-04-01,HD,top100,59.368356092138214,71.08636977058029,21.04823363944734,53.98250524842547,1,25,2,63,0.10881326833570903,0.1596897912253208,0.03949867285358977,0.22255570480150655,0.06931459548211927,-0.06286591357618576,0.054705292342768684,-0.1140698463890274
2013-04-01,COST,top100,57.985731488300296,65.79332947754,33.98443468296409,51.335139174294795,0,26,3,63,0.046575460891741916,0.06674375211624772,0.03949867285358977,0.22255570480150655,0.007076788038152149,-0.15581195268525883,-0.007532515101198435,-0.20701588549810046
2013-04-01,HON,top100,57.759796823870765,64.3358395989975,37.24906471384223,52.748961618040724,0,27,3,63,0.08616102446491825,0.2732301863913069,0.03949867285358977,0.22255570480150655,0.04666235161132848,0.05067448158980037,0.032053048471977895,-0.0005294512230412662
2013-04-01,FISV,top100,57.407965089911684,66.33699633699635,29.246575342465757,51.2275258552108,1,28,3,63,0.0032180209171359664,0.3030686128031259,0.03949867285358977,0.22255570480150655,-0.0362806519364538,0.08051290800161937,-0.050889955075804384,0.02930897518877773
2013-04-01,PM,top100,56.40640894208363,64.73756506651243,34.016380214637294,42.86837352597471,1,29,3,63,-0.04725977948981197,-0.07865722343682569,0.03949867285358977,0.22255570480150655,-0.08675845234340174,-0.30121292823833223,-0.10136775548275231,-0.35241686105117387
2013-04-01,ADP,top100,56.054574407627285,65.49836128783497,25.76164309521665,50.53392887099479,0,30,3,63,0.0806476849766482,0.22429055735994896,0.03949867285358977,0.22255570480150655,0.04114901212305844,0.0017348525584424124,0.026539708983707853,-0.04946908025439922
2013-04-01,DE,top100,56.03353054534707,49.817813765182194,70.30112044817928,71.0083682008368,1,31,3,63,-0.03836253761916475,0.09277441716575252,0.03949867285358977,0.22255570480150655,-0.07786121047275452,-0.12978128763575403,-0.09247051361210509,-0.18098522044859566
2013-04-01,JPM,top100,55.50857796356618,49.29920956236746,74.27997007503504,61.4313725490196,0,32,3,63,0.10428849319168032,0.30449199461319765,0.03949867285358977,0.22255570480150655,0.06478982033809055,0.0819362898116911,0.05018051719873997,0.030732356998849464
2013-04-01,BX,top100,53.58603076598864,62.19274146905726,17.647058823529413,65.21699972942679,0,33,3,63,0.09910513179521518,0.8058582415129565,0.03949867285358977,0.22255570480150655,0.05960645894162542,0.5833025367114499,0.044997155802274834,0.5320986038986083
2013-04-01,NEE,top100,53.118175634995836,60.178330441488335,40.068212824010914,29.7970176115182,1,34,3,63,0.044596759836211586,0.2749762625363479,0.03949867285358977,0.22255570480150655,0.005098086982621819,0.05242055773484133,-0.009511216156728765,0.0012166249219996983
2013-04-01,SYK,top100,51.96464299676471,56.35627530364373,35.700280112044815,53.75194261805141,1,35,3,63,-0.009731844778691157,0.26697059984923,0.03949867285358977,0.22255570480150655,-0.049230517632280923,0.044414895047723446,-0.0638398207716315,-0.006789037765118189
2013-04-01,TMO,top100,51.52908275781258,56.684017736649324,31.53505237711523,55.432598667350085,1,36,3,63,0.145290385486335,0.6016955138548219,0.03949867285358977,0.22255570480150655,0.10579171263274523,0.37913980905331535,0.09118240949339465,0.3279358762404737
2013-04-01,SCHW,top100,51.17546273234273,50.179294389820704,50.515323101048935,59.46892039258451,0,37,3,63,0.23439517137430643,0.5902021615264514,0.03949867285358977,0.22255570480150655,0.19489649852071667,0.3676464567249449,0.1802871953813661,0.31644252391210326
2013-04-01,VZ,top100,51.13230554857326,57.697127433969534,28.47546355498721,50.49223633797138,3,38,3,63,0.03390402602684017,0.008552257015046694,0.03949867285358977,0.22255570480150655,-0.005594646826749594,-0.21400344778645985,-0.020203949966100178,-0.2652073805993015
2013-04-01,CAT,top100,50.943743794342154,41.47580489685753,70.31859401332157,78.46961563877566,0,39,4,63,-0.027892658049422647,0.1918894800124642,0.03949867285358977,0.22255570480150655,-0.06739133090301241,-0.03066622478904235,-0.08200063404236299,-0.08187015760188399
2013-04-01,ADBE,top100,50.66287553344672,57.56795835743204,26.412864211105003,50.827318410232984,0,40,4,63,0.06592899953895803,0.515444905486399,0.03949867285358977,0.22255570480150655,0.026430326685368266,0.29288920068489244,0.011821023546017682,0.2416852678720508
2013-04-01,ADI,top100,50.640416041653616,58.86061307113939,18.755092064526643,56.86968478950712,1,41,4,63,0.0066462092912369375,0.2047716974453635,0.03949867285358977,0.22255570480150655,-0.03285246356235283,-0.01778400735614305,-0.04746176670170341,-0.06898794016898468
2013-04-01,CVX,top100,50.53120122121473,51.80065548486601,45.24956580835158,52.20829220138204,0,42,4,63,0.0035968855271799605,0.027979351916998185,0.03949867285358977,0.22255570480150655,-0.035901787326409806,-0.19457635288450836,-0.05051109046576039,-0.24578028569735
2013-04-01,DIS,top100,50.15397490539891,57.799305957200694,22.01796261833482,52.90868211691458,1,43,4,63,0.12771199109828513,0.4298539662463301,0.03949867285358977,0.22255570480150655,0.08821331824469536,0.20729826144482355,0.07360401510534478,0.15609432863198192
