date,equity,cash,n_pos
2024-08-07,11151.259633012356,774.0268330123567,4
2024-08-08,11243.011033012355,4909.441033012355,2
2024-08-09,11279.091033012355,1192.2410330123548,4
2024-08-12,11177.191033012354,0.5410330123547737,5
2024-08-13,11224.871033012354,381.0310330123548,4
2024-08-14,11248.491033012355,1852.811033012355,4
2024-08-15,11291.641033012354,1852.811033012355,4
2024-08-16,11355.401033012355,1852.811033012355,4
2024-08-19,11380.341033012353,1852.811033012355,4
2024-08-20,11325.051033012354,1852.811033012355,4
2024-08-21,11322.971033012354,1852.811033012355,4
2024-08-22,11345.131033012354,1852.811033012355,4
2024-08-23,11503.861033012356,462.43103301235533,4
2024-08-26,11526.601033012355,1999.4510330123553,3
2024-08-27,11562.451033012356,1999.4510330123553,3
2024-08-28,11577.521033012355,1999.4510330123553,3
2024-08-29,11675.181033012355,544.6510330123551,3
2024-08-30,11830.99288147975,56.78288147975127,4
2024-09-03,11457.709121479751,117.96912147975127,4
2024-09-04,11322.045871479751,7346.595871479751,2
2024-09-05,11294.075871479752,41.75587147975148,3
2024-09-06,10866.568371479752,715.7683714797522,3
2024-09-09,11062.588371479753,77.14837147975231,3
2024-09-10,11069.908371479753,77.14837147975231,3
2024-09-11,11033.821711479752,1267.0217114797515,3
2024-09-12,11159.821711479752,248.50171147975152,4
2024-09-13,11294.11391147975,27.374311479751213,5
2024-09-16,11352.174311479752,27.374311479751213,5
2024-09-17,11335.223511479751,27.374311479751213,5
2024-09-18,11297.12631147975,27.374311479751213,5
2024-09-19,11429.13871147975,27.374311479751213,5
2024-09-20,11474.418711479751,27.374311479751213,5
2024-09-23,11500.989511479751,53.614311479750995,5
2024-09-24,11465.750711479752,53.614311479750995,5
2024-09-25,11405.662311479751,287.6643114797512,5
2024-09-26,11403.001919130904,1133.626319130905,5
2024-09-27,11499.730319130906,1133.626319130905,5
2024-09-30,11490.825119130905,1133.626319130905,5
2024-10-01,11468.873919130903,1133.626319130905,5
2024-10-02,11524.098719130905,1133.626319130905,5
2024-10-03,11482.575119130903,1133.626319130905,5
2024-10-04,11491.504319130905,1133.626319130905,5
2024-10-07,11357.319909130905,1214.6131091309048,5
2024-10-08,11471.406309130904,18.853109130904613,5
2024-10-09,11595.373109130906,18.853109130904613,5
2024-10-10,11535.453869130904,277.5310691309046,5
2024-10-11,11870.126269130904,2163.5310691309046,5
2024-10-14,11914.933869130904,2163.5310691309046,5
2024-10-15,11676.79536301508,1938.8205630150796,5
2024-10-16,11755.978623075458,3471.8538230754593,5
2024-10-17,11721.778623075461,3471.8538230754593,5
2024-10-18,11713.67062307546,3471.8538230754593,5
2024-10-21,11718.446623075459,3471.8538230754593,5
2024-10-22,11675.61502307546,154.84782307545902,5
2024-10-23,11664.476223075459,154.84782307545902,5
2024-10-24,11852.641023075459,153.36582307545814,5
2024-10-25,11714.037623075457,132.01582307545823,5
2024-10-28,11766.547423075459,164.5858230754584,5
2024-10-29,11799.585423075458,164.5858230754584,5
2024-10-30,11702.969023075459,164.5858230754584,5
2024-10-31,11619.38582307546,25.10582307545883,3
2024-11-01,11663.272223075457,25.10582307545883,3
2024-11-04,11705.156223075459,25.10582307545883,3
2024-11-05,11859.768823075457,1469.373623075459,4
2024-11-06,11914.889223075459,32.97362307545882,5
2024-11-07,11898.902423075457,32.97362307545882,5
2024-11-08,12046.738423075458,32.97362307545882,5
2024-11-11,12115.039623075458,32.97362307545882,5
2024-11-12,12201.244423075459,32.97362307545882,5
2024-11-13,12241.90922307546,32.97362307545882,5
2024-11-14,12102.308823075458,32.97362307545882,5
2024-11-15,12141.74922307546,32.97362307545882,5
2024-11-18,12153.920823075458,32.97362307545882,5
2024-11-19,12232.891223075458,32.97362307545882,5
2024-11-20,12260.53682307546,32.97362307545882,5
2024-11-21,12402.70442307546,133.6236230754589,5
2024-11-22,12432.049623075458,133.6236230754589,5
2024-11-25,12353.247823075459,32.498623075459136,5
2024-11-26,12587.901423075458,32.498623075459136,5
2024-11-27,12575.709623075458,32.498623075459136,5
2024-11-29,12648.068823075457,1384.3736230754591,4
2024-12-02,12623.720823075459,1384.3736230754591,4
2024-12-03,12678.414823075458,1384.3736230754591,4
2024-12-04,12712.632023075459,68.37362307545914,5
2024-12-05,12703.179223075458,68.37362307545914,5
2024-12-06,12777.14522307546,53.13362307545867,5
2024-12-09,12478.977623075458,53.13362307545867,5
2024-12-10,12430.402823075457,12.973623075458363,4
2024-12-11,12430.598943075458,279.72894307545903,4
2024-12-12,12352.702143075461,17.108943075459138,4
2024-12-13,12296.55010307546,3069.2937030754592,3
2024-12-16,12219.59304307546,136.04184307545847,4
2024-12-17,12150.807263075458,1152.756863075458,4
2024-12-18,11766.332213075459,359.41821307545797,4
2024-12-19,11794.217413075457,6844.017413075458,1
2024-12-20,11751.176413075456,83.87141307545744,3
2024-12-23,11747.596413075458,13.381413075457885,4
2024-12-24,11930.837413075458,13.381413075457885,4
2024-12-26,11893.133413075459,13.381413075457885,4
2024-12-27,11755.796713075459,13.381413075457885,4
2024-12-30,11567.920873075458,1761.4715730754579,3
2024-12-31,11393.491873075456,7758.931873075457,1
2025-01-02,11202.071873075454,46.63187307545559,2
2025-01-03,11307.731873075456,28.271873075455915,3
2025-01-06,11199.211873075456,6508.371873075455,2
2025-01-07,11107.588953075456,8389.408953075455,1
2025-01-08,11115.058953075455,8389.408953075455,1
2025-01-10,10952.031783075456,5909.511783075455,1
2025-01-13,10952.031783075456,10952.031783075456,0
2025-01-14,11019.591783075455,777.5217830754546,3
2025-01-15,11273.561783075456,777.5217830754546,3
2025-01-16,11357.739103075455,3087.0791030754544,3
2025-01-17,11412.269103075454,35.749103075454514,5
2025-01-21,11559.273023075453,1938.1230230754545,5
2025-01-22,11731.723023075454,3073.7430230754544,5
2025-01-23,11810.943023075453,3073.7430230754544,5
2025-01-24,11820.773023075453,3073.7430230754544,5
2025-01-27,11591.613023075453,4169.943023075454,4
2025-01-28,11686.753023075455,167.08302307545455,4
2025-01-29,11745.763023075455,167.08302307545455,4
2025-01-30,12408.553023075456,126.46302307545466,5
2025-01-31,12314.903023075454,126.46302307545466,5
2025-02-03,12421.913023075453,126.46302307545466,5
2025-02-04,12492.703023075454,126.46302307545466,5
2025-02-05,12598.253023075453,126.46302307545466,5
2025-02-06,12535.723023075454,126.46302307545466,5
2025-02-07,12464.283023075455,126.46302307545466,5
2025-02-10,12427.623023075455,126.46302307545466,5
2025-02-11,12498.453023075454,1977.6430230754545,4
2025-02-12,12544.663023075453,44.58302307545455,5
2025-02-13,12660.443023075453,44.58302307545455,5
2025-02-14,12693.473023075454,18.843023075454767,5
2025-02-18,12762.823023075456,18.843023075454767,5
2025-02-19,12772.573023075454,18.843023075454767,5
2025-02-20,12608.604670718505,1002.1946707185045,5
2025-02-21,12478.964670718506,2530.844670718504,4
2025-02-24,12524.794670718504,1022.8546707185042,3
2025-02-25,12620.774670718507,1022.8546707185042,3
2025-02-26,12421.324670718506,1022.8546707185042,3
2025-02-27,12200.712610018505,136.36261001850448,5
2025-02-28,12271.232610018504,6517.652610018504,2
2025-03-03,12130.429010018503,65.485010018504,4
2025-03-04,11775.362690018505,10627.962690018505,1
2025-03-05,11777.962690018503,8941.002690018504,2
2025-03-06,11750.522690018504,8941.002690018504,2
2025-03-07,11746.992690018506,1184.6126900185036,3
